"Datum","Land","Wert","Verzeichnis","Haupttyp"
"2015-06-04","Libanon",2100530,"GKV","5"
"2015-06-05","Jordanien",600,"GKV","5"
"2015-06-05","Portugal",5,"ML (GKV)","13"
"2015-06-05","Portugal",10,"ML (GKV)","13"
"2015-06-05","Portugal",5,"ML (GKV)","13"
"2015-06-05","Portugal",30,"ML (GKV)","13"
"2015-06-05","USA",12.5,"ML (GKV)","13"
"2015-06-05","USA",12.5,"ML (GKV)","13"
"2015-06-05","USA",12.5,"ML (GKV)","13"
"2015-06-05","USA",12.5,"ML (GKV)","13"
"2015-06-05","China",397736,"GKV","2"
"2015-06-05","China",50243,"GKV","2"
"2015-06-08","Hong Kong",18800,"GKV","3"
"2015-06-08","Deutschland",90000,"GKV","2"
"2015-06-08","Malta",727730,"GKV","2"
"2015-06-08","Singapur",397111,"ML (GKV)","14"
"2015-06-08","USA",660,"GKV","0"
"2015-06-08","Saudi-Arabien",350000,"5.1","1"
"2015-06-08","Taiwan",223205,"GKV","6"
"2015-06-08","Frankreich",130,"GKV","0"
"2015-06-08","China",549000,"GKV","2"
"2015-06-09","Hong Kong",69900,"GKV","3"
"2015-06-09","China",195850,"GKV","3"
"2015-06-09","China",182500,"GKV","4"
"2015-06-09","Slowenien",83824,"GKV","2"
"2015-06-09","Deutschland",4502,"GKV","2"
"2015-06-09","Brasilien",3551,"GKV","2"
"2015-06-09","Jordanien",25221,"GKV","2"
"2015-06-09","Schweiz",8073,"ML (GKV)","15"
"2015-06-09","Schweiz",7043,"ML (GKV)","15"
"2015-06-09","Schweiz",47000,"ML (GKV)","5"
"2015-06-09","Schweiz",26000,"ML (GKV)","5"
"2015-06-09","Schweiz",27862,"ML (GKV)","5"
"2015-06-09","Schweiz",35172,"ML (GKV)","5"
"2015-06-09","Schweiz",22675,"ML (GKV)","5"
"2015-06-09","Schweiz",30,"ML (GKV)","13"
"2015-06-09","Iran",10725,"unbekannt",""
"2015-06-09","Iran",535,"unbekannt",""
"2015-06-09","Myanmar",8095,"5.1","1"
"2015-06-09","Kuwait",4811557,"GKV","5"
"2015-06-10","Indien",30493.75,"5.1","1"
"2015-06-10","Chile",30325,"ML (GKV)","5"
"2015-06-10","Südafrika",140000,"ML (GKV)","14"
"2015-06-10","Aserbaidschan",2793,"5.1","1"
"2015-06-10","Schweiz",25000,"GKV","6"
"2015-06-10","Schweiz",8500,"ML (GKV)","15"
"2015-06-11","China",45000,"ML (GKV)","5"
"2015-06-11","China",80787.05,"GKV","2"
"2015-06-11","Schweiz",34000,"ML (GKV)","5"
"2015-06-11","Schweiz",25000,"ML (GKV)","5"
"2015-06-11","Schweiz",40000,"ML (GKV)","5"
"2015-06-11","Schweiz",50000,"ML (GKV)","15"
"2015-06-11","China",266700,"GKV","6"
"2015-06-11","China",266700,"GKV","6"
"2015-06-11","China",266700,"GKV","6"
"2015-06-11","China",266700,"GKV","6"
"2015-06-12","Mazedonien",1500,"5.1","1"
"2015-06-12","China",31717,"GKV","6"
"2015-06-12","Singapur",250456,"GKV","2"
"2015-06-12","China",2824,"GKV","3"
"2015-06-12","Iran",26416.4,"unbekannt",""
"2015-06-12","Iran",4156.4,"unbekannt",""
"2015-06-12","Österreich",648.05,"5.1","1"
"2015-06-12","Österreich",601.75,"5.1","1"
"2015-06-12","Lettland",3070,"ML (GKV)","1"
"2015-06-12","Lettland",750,"ML (GKV)","1"
"2015-06-12","Mexiko",122.5,"5.1","1"
"2015-06-12","Mexiko",148.3,"5.1","1"
"2015-06-12","Mexiko",1156.3,"5.1","1"
"2015-06-12","Mexiko",739.1,"5.1","1"
"2015-06-12","Indonesien",127419.75,"5.1","1"
"2015-06-12","Indonesien",252517.5,"5.1","1"
"2015-06-12","Saudi-Arabien",500000,"5.2","2"
"2015-06-12","Pakistan",81284,"GKV","5"
"2015-06-15","Indonesien",9249,"GKV","3"
"2015-06-15","Iran",1,"unbekannt",""
"2015-06-15","Chile",7999,"5.1","1"
"2015-06-15","Schweiz",40000,"ML (GKV)","5"
"2015-06-15","Schweiz",26000,"ML (GKV)","5"
"2015-06-16","Mexiko",4068,"GKV","3"
"2015-06-16","Singapur",80000,"GKV","2"
"2015-06-16","Kanada",330,"5.1","1"
"2015-06-16","China",500000,"GKV","2"
"2015-06-16","China",500000,"GKV","2"
"2015-06-16","China",329903,"GKV","6"
"2015-06-16","China",394976.5,"GKV","2"
"2015-06-16","Grossbritannien",4680,"ML (GKV)","10"
"2015-06-16","China",206538,"GKV","2"
"2015-06-16","Indonesien",94870,"GKV","3"
"2015-06-16","China",18618.9,"GKV","2"
"2015-06-16","Slowenien",49669,"GKV","3"
"2015-06-16","Frankreich",385096,"GKV","2"
"2015-06-17","Taiwan",36494.15,"GKV","2"
"2015-06-17","China",1616640,"GKV","3"
"2015-06-17","China",38175.4,"GKV","2"
"2015-06-17","Bosnien-Herzegowina",8385,"GKV","2"
"2015-06-17","China",1034404,"GKV","2"
"2015-06-17","Deutschland",13028,"ML (GKV)","6"
"2015-06-17","Taiwan",12593.9,"GKV","2"
"2015-06-17","Schweiz",60000,"ML (GKV)","15"
"2015-06-17","Schweiz",60500,"ML (GKV)","11"
"2015-06-17","Schweiz",35000,"ML (GKV)","5"
"2015-06-17","Schweiz",24000,"ML (GKV)","5"
"2015-06-18","Slowenien",194210,"GKV","2"
"2015-06-18","China",130677,"GKV","2"
"2015-06-18","Spanien",240803,"GKV","2"
"2015-06-18","Spanien",240803,"GKV","2"
"2015-06-18","China",14880,"GKV","2"
"2015-06-18","Russland",350,"GKV","2"
"2015-06-18","Russland",350,"GKV","2"
"2015-06-18","Russland",162403,"GKV","2"
"2015-06-18","Russland",563304,"GKV","2"
"2015-06-18","China",2600,"GKV","2"
"2015-06-18","Russland",213842,"GKV","2"
"2015-06-19","China",286000,"GKV","2"
"2015-06-19","China",266733,"GKV","2"
"2015-06-19","Thailand",482230,"GKV","2"
"2015-06-22","Iran",732,"unbekannt",""
"2015-06-22","Iran",24.05,"unbekannt",""
"2015-06-22","China",188748,"GKV","2"
"2015-06-22","Brasilien",120500,"GKV","5"
"2015-06-22","Iran",253,"unbekannt",""
"2015-06-22","Deutschland",2090,"ML (GKV)","6"
"2015-06-22","Chile",21785.7,"5.1","1"
"2015-06-22","Indien",1405,"5.1","1"
"2015-06-22","Indien",1240,"5.1","1"
"2015-06-23","Frankreich",700,"5.1","1"
"2015-06-23","Frankreich",300,"5.1","1"
"2015-06-23","Indonesien",24745,"GKV","3"
"2015-06-23","Malaysia",2720,"5.1","1"
"2015-06-23","Indien",3815,"5.1","1"
"2015-06-23","China",657000,"GKV","2"
"2015-06-23","China",397000,"GKV","2"
"2015-06-23","China",533990,"GKV","2"
"2015-06-24","Malaysia",644,"5.1","1"
"2015-06-24","Malaysia",338,"5.1","1"
"2015-06-24","Malaysia",999,"5.1","1"
"2015-06-24","Schweiz",33000,"ML (GKV)","5"
"2015-06-24","Schweiz",21000,"ML (GKV)","5"
"2015-06-24","Schweiz",75000,"ML (GKV)","5"
"2015-06-24","Katar",18743,"GKV","5"
"2015-06-24","China",27725,"GKV","3"
"2015-06-24","Indien",4850,"GKV","2"
"2015-06-24","Indien",1200,"GKV","2"
"2015-06-24","Indien",8700,"GKV","2"
"2015-06-24","Indien",3600,"GKV","2"
"2015-06-24","Deutschland",15900,"GKV","1"
"2015-06-24","Kroatien",1750,"ChKV","0"
"2015-06-24","Kroatien",1750,"ChKV","0"
"2015-06-24","Kroatien",1500,"ChKV","0"
"2015-06-24","Kroatien",1500,"ChKV","0"
"2015-06-24","Kroatien",1500,"ChKV","0"
"2015-06-24","Taiwan",1127700,"GKV","2"
"2015-06-24","Rumänien",37074,"ML (GKV)","5"
"2015-06-24","Rumänien",20310,"ML (GKV)","5"
"2015-06-24","Indien",1245,"5.1","1"
"2015-06-24","Indien",1980,"5.1","1"
"2015-06-24","Saudi-Arabien",300000,"GKV","5"
"2015-06-25","Indien",2115,"5.1","1"
"2015-06-25","Indien",1245,"5.1","1"
"2015-06-25","Indien",1445,"5.1","1"
"2015-06-25","Slowenien",210000,"GKV","2"
"2015-06-25","Chile",128930,"GKV","2"
"2015-06-25","Schweiz",25000,"GKV","6"
"2015-06-25","Schweiz",8500,"ML (GKV)","15"
"2015-06-25","Neuseeland",16000,"ML (GKV)","14"
"2015-06-25","Katar",5125,"GKV","5"
"2015-06-25","China",53200,"GKV","3"
"2015-06-25","Iran",2000,"unbekannt",""
"2015-06-25","Weissrussland",54200,"5.1","1"
"2015-06-25","Taiwan",19781000,"ML (GKV)","9"
"2015-06-25","Taiwan",1569000,"ML (GKV)","4"
"2015-06-25","Taiwan",10050000,"ML (GKV)","14"
"2015-06-25","Slowakei",312783,"GKV","2"
"2015-06-26","China",799800,"GKV","2"
"2015-06-26","China",265000,"GKV","2"
"2015-06-26","Deutschland",1030,"GKV","2"
"2015-06-26","Deutschland",833.25,"5.1","1"
"2015-06-26","Grossbritannien",73000,"GKV","0"
"2015-06-29","China",260000,"GKV","2"
"2015-06-29","Hong Kong",173700,"GKV","3"
"2015-06-29","Thailand",47932,"GKV","3"
"2015-06-29","Lettland",40000,"ML (GKV)","1"
"2015-06-29","Deutschland",200000,"GKV","2"
"2015-06-29","USA",10,"ML (GKV)","13"
"2015-06-29","USA",10,"ML (GKV)","13"
"2015-06-29","USA",10,"ML (GKV)","13"
"2015-06-29","USA",10,"ML (GKV)","13"
"2015-06-29","Saudi-Arabien",311259,"GKV","2"
"2015-06-30","China",873520,"GKV","2"
"2015-06-30","Israel",6600,"GKV","1"
"2015-06-30","Indonesien",5025,"GKV","3"
"2015-06-30","Taiwan",44503.2,"GKV","6"
"2015-06-30","Taiwan",69335,"GKV","6"
"2015-06-30","China",48034.95,"GKV","2"
"2015-06-30","China",48034.95,"GKV","2"
"2015-06-30","China",48034.95,"GKV","2"
"2015-06-30","Indien",1440,"5.1","1"
"2015-06-30","Indien",1400,"5.1","1"
"2015-06-30","Vereinigte Arabische Emirate",2268,"ML (GKV)","13"
"2015-06-30","Vereinigte Arabische Emirate",20,"ML (GKV)","13"
"2015-06-30","Vereinigte Arabische Emirate",20,"ML (GKV)","13"
"2015-06-30","Vereinigte Arabische Emirate",635.18,"ML (GKV)","13"
"2015-06-30","Vereinigte Arabische Emirate",2996,"ML (GKV)","13"
"2015-06-30","Vereinigte Arabische Emirate",1323,"ML (GKV)","13"
"2015-06-30","Vereinigte Arabische Emirate",1386,"ML (GKV)","13"
"2015-06-30","Vereinigte Arabische Emirate",291.67,"ML (GKV)","13"
"2015-06-30","Vereinigte Arabische Emirate",291.67,"ML (GKV)","13"
"2015-06-30","Slowenien",64331.2,"GKV","2"
"2015-06-30","China",1111.2,"GKV","5"
"2015-07-01","Taiwan",507,"5.1","1"
"2015-07-01","Taiwan",2090,"5.1","1"
"2015-07-01","Italien",6420,"GKV","2"
"2015-07-01","Indonesien",1715,"GKV","2"
"2015-07-01","Singapur",6550,"GKV","1"
"2015-07-01","Niederlande",12120,"GKV","2"
"2015-07-01","Ungarn",312700,"GKV","2"
"2015-07-01","Rumänien",486168,"GKV","2"
"2015-07-01","Oman",60000,"ML (GKV)","13"
"2015-07-01","Oman",90000,"ML (GKV)","13"
"2015-07-01","Ukraine",3840,"ChKV","0"
"2015-07-01","Russland",15792,"GKV","2"
"2015-07-01","China",910000,"GKV","2"
"2015-07-01","Indien",2469,"GKV","3"
"2015-07-01","Israel",195430,"ML (GKV)","5"
"2015-07-01","Russland",626000,"GKV","2"
"2015-07-01","Indien",78850,"GKV","5"
"2015-07-01","Russland",179000,"GKV","2"
"2015-07-01","Russland",126367.7,"GKV","2"
"2015-07-01","Ukraine",20290,"GKV","0"
"2015-07-01","Ukraine",2070,"GKV","0"
"2015-07-01","Russland",137625,"GKV","7"
"2015-07-01","Ukraine",1367,"GKV","2"
"2015-07-01","Russland",16886,"GKV","2"
"2015-07-01","Russland",230041,"GKV","2"
"2015-07-02","China",74550,"GKV","6"
"2015-07-02","Iran",4378,"unbekannt",""
"2015-07-02","Russland",510,"GKV","5"
"2015-07-02","Russland",1204,"GKV","2"
"2015-07-02","China",796000,"GKV","2"
"2015-07-02","Deutschland",1810,"GKV","2"
"2015-07-02","Vietnam",91658,"GKV","2"
"2015-07-02","China",989800,"GKV","2"
"2015-07-02","Mexiko",10367.1,"GKV","3"
"2015-07-02","China",291045,"GKV","2"
"2015-07-02","Slowenien",32545,"GKV","2"
"2015-07-02","Slowenien",613000,"GKV","2"
"2015-07-02","Indien",5865.7,"GKV","5"
"2015-07-02","Deutschland",5,"5.1","1"
"2015-07-02","Deutschland",5,"5.1","1"
"2015-07-02","Deutschland",15,"5.1","1"
"2015-07-02","Deutschland",15,"5.1","1"
"2015-07-02","Deutschland",10,"5.1","1"
"2015-07-02","Deutschland",5,"5.1","1"
"2015-07-02","Deutschland",10,"5.1","1"
"2015-07-02","Deutschland",10,"5.1","1"
"2015-07-02","Deutschland",10,"5.1","1"
"2015-07-03","Brasilien",27482.68,"ML (GKV)","10"
"2015-07-03","Brasilien",28597.46,"ML (GKV)","10"
"2015-07-03","Brasilien",27888.48,"ML (GKV)","10"
"2015-07-03","Brasilien",28597.46,"ML (GKV)","10"
"2015-07-03","Brasilien",28597.46,"ML (GKV)","10"
"2015-07-03","Brasilien",28597.46,"ML (GKV)","10"
"2015-07-03","Brasilien",28597.46,"ML (GKV)","10"
"2015-07-03","USA",5975.45,"ML (GKV)","11"
"2015-07-03","USA",38708.85,"ML (GKV)","11"
"2015-07-03","USA",26889.6,"ML (GKV)","11"
"2015-07-03","USA",26889.6,"ML (GKV)","11"
"2015-07-03","USA",20912.5,"ML (GKV)","11"
"2015-07-03","Serbien",252960,"GKV","2"
"2015-07-03","Rumänien",149690,"GKV","2"
"2015-07-03","Türkei",336000,"GKV","2"
"2015-07-03","China",201854,"GKV","2"
"2015-07-03","China",510000,"GKV","2"
"2015-07-06","China",213260,"GKV","2"
"2015-07-06","Tschechien",157000,"GKV","2"
"2015-07-06","Indien",7596,"5.1","1"
"2015-07-06","USA",144.16,"GKV","0"
"2015-07-06","Japan",413,"GKV","0"
"2015-07-06","Iran",5010,"unbekannt",""
"2015-07-06","Iran",12430,"unbekannt",""
"2015-07-06","China",162000,"GKV","2"
"2015-07-06","Thailand",12850,"5.1","1"
"2015-07-07","China",29385,"5.1","1"
"2015-07-07","China",195900,"5.1","1"
"2015-07-07","China",835000,"GKV","2"
"2015-07-07","Grossbritannien",308907,"GKV","2"
"2015-07-07","Indien",21,"GKV","5"
"2015-07-07","Thailand",3048,"GKV","5"
"2015-07-07","Litauen",3350,"GKV","1"
"2015-07-07","Ghana",4500,"GKV","5"
"2015-07-08","Hong Kong",18700,"GKV","3"
"2015-07-08","Mexiko",1235711,"GKV","2"
"2015-07-08","China",198000,"GKV","9"
"2015-07-08","Tunesien",10190,"GKV","3"
"2015-07-08","Indien",53,"GKV","5"
"2015-07-08","Indien",219000,"GKV","2"
"2015-07-08","Hong Kong",0,"GKV","3"
"2015-07-08","Frankreich",32700,"GKV","0"
"2015-07-09","China",1500000,"GKV","2"
"2015-07-09","Kroatien",19092,"GKV","2"
"2015-07-09","Frankreich",50,"GKV","0"
"2015-07-09","Kanada",1400,"5.1","1"
"2015-07-09","Russland",9500,"GKV","2"
"2015-07-09","Russland",225000,"GKV","2"
"2015-07-09","Russland",11250,"GKV","2"
"2015-07-09","Russland",46750,"GKV","2"
"2015-07-09","Russland",768,"GKV","2"
"2015-07-09","Brasilien",63000,"GKV","0"
"2015-07-09","Türkei",311000,"GKV","2"
"2015-07-09","China",2716800,"GKV","2"
"2015-07-09","Schweiz",79213,"GKV","6"
"2015-07-09","Deutschland",39000,"ML (GKV)","10"
"2015-07-09","Mexiko",25000,"GKV","2"
"2015-07-09","Mexiko",9900,"GKV","2"
"2015-07-10","Indien",8075,"GKV","5"
"2015-07-10","Vereinigte Arabische Emirate",82451,"GKV","2"
"2015-07-10","Deutschland",1373.97,"ML (GKV)","2"
"2015-07-10","China",635000,"GKV","2"
"2015-07-10","Japan",330.4,"GKV","0"
"2015-07-10","Indien",1330,"5.1","1"
"2015-07-10","Hong Kong",62860,"GKV","3"
"2015-07-13","USA",3800,"GKV","0"
"2015-07-13","Italien",50,"ML (GKV)","13"
"2015-07-13","Taiwan",162960,"GKV","3"
"2015-07-13","China",7225,"GKV","5"
"2015-07-13","Mexiko",0,"5.2","2"
"2015-07-13","Mexiko",18711,"5.2","2"
"2015-07-13","Thailand",47298,"GKV","3"
"2015-07-13","Iran",985,"unbekannt",""
"2015-07-13","China",353443,"GKV","2"
"2015-07-14","Dänemark",800000,"GKV","2"
"2015-07-14","Brasilien",90000,"GKV","1"
"2015-07-14","China",150000,"GKV","1"
"2015-07-14","China",28708,"5.1","1"
"2015-07-15","Indonesien",5242,"GKV","3"
"2015-07-15","Deutschland",5614,"GKV","2"
"2015-07-15","Deutschland",314,"GKV","2"
"2015-07-15","Bahrain",52332,"5.1","1"
"2015-07-15","Libanon",17000,"ML (GKV)","1"
"2015-07-15","Deutschland",49603.8,"ML (GKV)","6"
"2015-07-15","Israel",18650,"GKV","3"
"2015-07-15","Israel",123895,"GKV","3"
"2015-07-15","Israel",8125,"GKV","3"
"2015-07-15","Israel",12472,"GKV","3"
"2015-07-15","Deutschland",230000,"GKV","2"
"2015-07-16","Indien",4817.8,"ML (GKV)","15"
"2015-07-16","Schweiz",77862,"ML (GKV)","15"
"2015-07-16","Schweiz",8073,"ML (GKV)","15"
"2015-07-16","Schweiz",52675,"ML (GKV)","5"
"2015-07-16","Kolumbien",80000,"GKV","2"
"2015-07-16","Israel",0,"GKV","5"
"2015-07-16","Israel",7040,"GKV","3"
"2015-07-16","Israel",21249,"GKV","3"
"2015-07-16","Israel",12399,"GKV","3"
"2015-07-16","Israel",14935,"GKV","3"
"2015-07-16","Indien",210000,"GKV","2"
"2015-07-16","Weissrussland",7437.6,"GKV","2"
"2015-07-16","Kuwait",119520,"GKV","5"
"2015-07-16","Kuwait",139104,"GKV","5"
"2015-07-16","Kuwait",146750,"GKV","5"
"2015-07-16","Kuwait",170,"GKV","5"
"2015-07-16","Kuwait",24231,"GKV","5"
"2015-07-16","Kuwait",17250,"GKV","5"
"2015-07-16","Kuwait",17250,"GKV","5"
"2015-07-16","USA",340000,"GKV","3"
"2015-07-16","USA",340000,"GKV","3"
"2015-07-17","China",108959,"GKV","6"
"2015-07-17","China",95862.16,"GKV","3"
"2015-07-17","Russland",10275,"GKV","3"
"2015-07-17","Algerien",4875,"GKV","3"
"2015-07-17","China",926100,"GKV","3"
"2015-07-17","China",852600,"GKV","3"
"2015-07-17","China",151950,"GKV","3"
"2015-07-20","Vietnam",22822.8,"GKV","5"
"2015-07-20","Pakistan",74510,"GKV","5"
"2015-07-21","Pakistan",4930,"GKV","2"
"2015-07-21","Pakistan",4620,"GKV","2"
"2015-07-21","Israel",5400,"GKV","2"
"2015-07-21","Taiwan",7800,"GKV","2"
"2015-07-21","Taiwan",196566,"GKV","2"
"2015-07-21","Philippinen",5647.7,"5.1","1"
"2015-07-21","Schweiz",30200,"ML (GKV)","5"
"2015-07-21","Schweiz",53000,"ML (GKV)","15"
"2015-07-21","Pakistan",13965,"GKV","5"
"2015-07-21","Italien",120000,"GKV","2"
"2015-07-22","Kroatien",15175,"GKV","2"
"2015-07-22","Kroatien",4950,"GKV","2"
"2015-07-22","Ukraine",289286,"GKV","2"
"2015-07-23","Luxemburg",462.85,"5.1","1"
"2015-07-23","Luxemburg",527.7,"5.1","1"
"2015-07-23","China",21700,"GKV","3"
"2015-07-23","USA",70000,"GKV","2"
"2015-07-23","USA",130000,"GKV","2"
"2015-07-23","USA",80000,"GKV","2"
"2015-07-23","China",396121,"GKV","6"
"2015-07-23","Nigeria",10190,"GKV","3"
"2015-07-24","Brasilien",33122.53,"ML (GKV)","10"
"2015-07-24","Slowenien",177480,"GKV","2"
"2015-07-24","Slowenien",281880,"GKV","2"
"2015-07-24","Slowenien",83520,"GKV","2"
"2015-07-24","Slowenien",1044,"GKV","2"
"2015-07-24","Slowenien",46980,"GKV","2"
"2015-07-24","Slowenien",46980,"GKV","2"
"2015-07-24","Kasachstan",194602,"ML (GKV)","5"
"2015-07-24","Iran",117,"unbekannt",""
"2015-07-24","Iran",222,"unbekannt",""
"2015-07-24","Iran",351,"unbekannt",""
"2015-07-24","Iran",189,"unbekannt",""
"2015-07-24","Iran",234,"unbekannt",""
"2015-07-24","Singapur",462,"ChKV","0"
"2015-07-24","China",1950000,"GKV","2"
"2015-07-24","Pakistan",480000,"GKV","5"
"2015-07-27","Slowenien",4583,"ML (GKV)","4"
"2015-07-27","Slowenien",2396,"ML (GKV)","4"
"2015-07-27","Slowenien",2487,"ML (GKV)","4"
"2015-07-27","Slowenien",2303,"ML (GKV)","4"
"2015-07-27","Slowenien",1073,"ML (GKV)","4"
"2015-07-27","Slowenien",2613,"ML (GKV)","4"
"2015-07-27","USA",1576.5,"GKV","1"
"2015-07-27","Kanada",1150,"5.1","1"
"2015-07-27","Tunesien",10736,"GKV","3"
"2015-07-27","Tunesien",1690,"GKV","3"
"2015-07-28","Schweiz",35712,"ML (GKV)","5"
"2015-07-29","China",266700,"GKV","6"
"2015-07-29","Frankreich",80,"ML (GKV)","13"
"2015-07-29","Frankreich",10,"ML (GKV)","13"
"2015-07-30","China",110600,"GKV","6"
"2015-07-30","Deutschland",27000,"GKV","2"
"2015-07-30","China",315881,"GKV","2"
"2015-07-30","China",2117415,"GKV","2"
"2015-07-30","Iran",197,"unbekannt",""
"2015-07-30","Iran",150,"unbekannt",""
"2015-07-30","Singapur",138000,"GKV","2"
"2015-07-31","Neuseeland",4656,"5.1","1"
"2015-07-31","Neuseeland",5670,"5.1","1"
"2015-07-31","China",266700,"GKV","6"
"2015-07-31","Singapur",4250,"GKV","1"
"2015-07-31","Russland",150000,"GKV","3"
"2015-08-03","Hong Kong",59200,"GKV","3"
"2015-08-04","Vereinigte Arabische Emirate",1432,"5.1","1"
"2015-08-04","Taiwan",35812.8,"GKV","2"
"2015-08-04","Pakistan",5320,"5.1","1"
"2015-08-04","Pakistan",100,"5.1","1"
"2015-08-04","Italien",17600,"GKV","1"
"2015-08-04","Iran",406,"unbekannt",""
"2015-08-04","Iran",2885,"unbekannt",""
"2015-08-04","Türkei",317700,"GKV","2"
"2015-08-04","Israel",9048,"GKV","3"
"2015-08-04","Schweiz",6203.7,"ML (GKV)","15"
"2015-08-05","Österreich",543.45,"5.1","1"
"2015-08-05","China",814930,"GKV","2"
"2015-08-05","Türkei",317700,"GKV","2"
"2015-08-05","Türkei",317700,"GKV","2"
"2015-08-05","Türkei",317700,"GKV","2"
"2015-08-05","Taiwan",7040.4,"GKV","2"
"2015-08-05","China",550000,"GKV","2"
"2015-08-05","China",261935,"GKV","2"
"2015-08-05","China",513000,"GKV","2"
"2015-08-05","China",430560,"GKV","2"
"2015-08-06","China",254973,"GKV","2"
"2015-08-06","Kenia",18627,"GKV","5"
"2015-08-06","Schweiz",27960,"ML (GKV)","5"
"2015-08-06","Schweiz",27960,"ML (GKV)","5"
"2015-08-06","Schweiz",219500,"GKV","7"
"2015-08-06","China",668000,"GKV","2"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-06","Niederlande",0,"ChKV","0"
"2015-08-07","Taiwan",3811.03,"5.1","1"
"2015-08-07","Pakistan",1519.85,"5.1","1"
"2015-08-07","China",106000,"GKV","3"
"2015-08-10","USA",5800,"5.1","1"
"2015-08-10","USA",142100,"5.1","1"
"2015-08-10","China",365000,"GKV","3"
"2015-08-10","Niederlande",70000,"GKV","2"
"2015-08-10","Niederlande",50000,"GKV","2"
"2015-08-10","Nigeria",48250,"GKV","5"
"2015-08-10","Algerien",600000,"5.2","2"
"2015-08-10","Indien",9127.2,"GKV","2"
"2015-08-10","Aserbaidschan",48600,"GKV","2"
"2015-08-10","Aserbaidschan",1700,"GKV","2"
"2015-08-10","Aserbaidschan",124000,"GKV","2"
"2015-08-10","Aserbaidschan",89000,"GKV","2"
"2015-08-10","Indien",1405.5,"5.1","1"
"2015-08-11","Indien",8306.7,"GKV","2"
"2015-08-11","Schweiz",13293,"ML (GKV)","15"
"2015-08-11","Schweden",462.85,"5.1","1"
"2015-08-11","Frankreich",175.85,"5.1","1"
"2015-08-11","Vereinigte Arabische Emirate",11000,"GKV","2"
"2015-08-11","Rumänien",358666,"GKV","2"
"2015-08-11","Iran",1000000,"unbekannt",""
"2015-08-11","Indonesien",11208.45,"GKV","3"
"2015-08-12","Finnland",1000000,"GKV","0"
"2015-08-12","Rumänien",240900,"GKV","2"
"2015-08-12","Mexiko",3500,"GKV","2"
"2015-08-12","China",7000,"GKV","1"
"2015-08-12","China",24000,"GKV","1"
"2015-08-13","Dominikanische Republik",301823,"GKV","5"
"2015-08-13","Niederlande",444.35,"5.1","1"
"2015-08-13","Laos",210579,"GKV","5"
"2015-08-13","Kenia",191155,"GKV","5"
"2015-08-13","Frankreich",1555.56,"ML (GKV)","13"
"2015-08-13","Frankreich",2185.2,"ML (GKV)","13"
"2015-08-13","Frankreich",3666.68,"ML (GKV)","13"
"2015-08-13","Frankreich",1555.56,"ML (GKV)","13"
"2015-08-13","Singapur",5000,"ML (GKV)","17"
"2015-08-13","Singapur",19482.2,"ML (GKV)","17"
"2015-08-13","Kenia",11830,"GKV","5"
"2015-08-13","Brasilien",28189.83,"ML (GKV)","10"
"2015-08-13","Frankreich",90155,"GKV","5"
"2015-08-14","Kuba",40344,"GKV","2"
"2015-08-14","Jordanien",63765,"GKV","5"
"2015-08-14","Grossbritannien",381417,"GKV","2"
"2015-08-14","Indien",1275.47,"5.1","1"
"2015-08-14","Indien",347140,"GKV","2"
"2015-08-14","China",228610,"GKV","2"
"2015-08-14","Schweiz",106338.1,"ML (GKV)","5"
"2015-08-14","Schweiz",13291.43,"ML (GKV)","15"
"2015-08-14","Schweiz",20718.1,"ML (GKV)","5"
"2015-08-17","China",0,"GKV","5"
"2015-08-17","Indien",1384.21,"5.1","1"
"2015-08-17","Indien",1551.66,"5.1","1"
"2015-08-17","China",148613.85,"GKV","2"
"2015-08-17","Indien",1384.21,"5.1","1"
"2015-08-17","China",629078,"GKV","2"
"2015-08-17","China",888177,"GKV","2"
"2015-08-17","Slowenien",32625,"GKV","2"
"2015-08-17","Frankreich",464369,"GKV","2"
"2015-08-17","China",556000,"GKV","2"
"2015-08-17","Tansania",7901,"GKV","3"
"2015-08-17","Niederlande",100,"5.1","1"
"2015-08-17","Niederlande",80,"5.1","1"
"2015-08-18","Ägypten",120000,"ML (GKV)","13"
"2015-08-18","Indonesien",2595,"GKV","3"
"2015-08-18","Indonesien",9482,"GKV","3"
"2015-08-18","Indonesien",4434.5,"GKV","3"
"2015-08-18","Saudi-Arabien",35530,"GKV","5"
"2015-08-18","Sri Lanka",28590,"5.1","1"
"2015-08-19","Schweiz",255253,"GKV","9"
"2015-08-19","Schweiz",171054,"GKV","9"
"2015-08-19","Schweiz",8937,"GKV","9"
"2015-08-19","China",0,"GKV","5"
"2015-08-19","Litauen",2500,"GKV","5"
"2015-08-19","China",452000,"GKV","2"
