"Datum","Land","Wert","Verzeichnis","Haupttyp"
"2013-02-14","USA",60000,"GKV","0"
"2013-02-14","Vereinigte Arabische Emirate",1604,"ML (GKV)","1"
"2013-02-14","Russland",151596,"GKV","7"
"2013-02-14","Marokko",1301160,"GKV","2"
"2013-02-14","Iran",1505,"unbekannt",""
"2013-02-14","Russland",2750000,"GKV","6"
"2013-02-15","Spanien",3000,"GKV","5"
"2013-02-15","Indien",7453,"ML (GKV)","1"
"2013-02-15","Indien",13327,"GKV","5"
"2013-02-15","Indien",10662,"GKV","5"
"2013-02-15","Indien",2660,"GKV","5"
"2013-02-15","Indien",18656,"GKV","5"
"2013-02-15","Brasilien",316672,"GKV","6"
"2013-02-15","Saudi-Arabien",802114,"GKV","2"
"2013-02-15","Indien",22410,"GKV","5"
"2013-02-18","Indien",2074,"5.1","1"
"2013-02-18","Neuseeland",1430,"5.1","1"
"2013-02-18","Israel",144338,"GKV","2"
"2013-02-18","Chile",1408000,"GKV","6"
"2013-02-18","Russland",215082,"GKV","2"
"2013-02-18","Russland",215082,"GKV","2"
"2013-02-19","Vereinigte Arabische Emirate",14575,"ML (GKV)","1"
"2013-02-19","Deutschland",18400,"5.2","2"
"2013-03-11","Kolumbien",27646,"ML (GKV)","1"
"2013-02-19","Estland",24000,"ML (GKV)","3"
"2013-02-19","Russland",55210,"GKV","2"
"2013-02-19","Kroatien",1301950,"GKV","2"
"2013-02-19","Estland",31900,"GKV","6"
"2013-02-19","Oman",27250,"GKV","2"
"2013-02-26","Libanon",78880,"GKV","6"
"2013-02-20","Vereinigte Arabische Emirate",8095,"ML (GKV)","1"
"2013-02-21","Indonesien",95414,"GKV","1"
"2013-02-21","Indien",32256,"5.1","1"
"2013-02-21","Russland",1,"5.1","1"
"2013-02-21","Russland",1700,"GKV","2"
"2013-02-21","Russland",16200,"GKV","2"
"2013-02-21","Russland",42100,"GKV","2"
"2013-02-21","Russland",245080,"GKV","2"
"2013-02-21","Russland",23200,"GKV","2"
"2013-02-21","Russland",4600,"GKV","2"
"2013-02-21","Russland",6600,"GKV","2"
"2013-02-21","Singapur",4200,"GKV","1"
"2013-02-21","Serbien",264000,"GKV","2"
"2013-02-22","Mexiko",3400,"GKV","5"
"2013-02-22","Thailand",466539,"GKV","6"
"2013-02-22","Taiwan",21004,"GKV","6"
"2013-02-22","Bahrain",7815,"ML (GKV)","1"
"2013-02-22","Taiwan",151596,"GKV","7"
"2013-02-25","China",128611,"GKV","2"
"2013-02-25","Indien",14700,"5.1","1"
"2013-02-25","Malaysia",245332,"GKV","2"
"2013-02-26","China",52725,"GKV","5"
"2013-02-26","Deutschland",1800,"5.1","1"
"2013-02-26","Deutschland",1800,"5.1","1"
"2013-02-27","Indonesien",33450,"GKV","2"
"2013-02-26","China",341353,"GKV","2"
"2013-02-27","Brasilien",6200,"GKV","6"
"2013-02-27","Brasilien",30000,"ML (GKV)","5"
"2013-02-27","Brasilien",15000,"GKV","6"
"2013-02-27","Malaysia",26850,"GKV","6"
"2013-02-27","Russland",87241,"GKV","2"
"2013-02-27","Russland",98542,"GKV","2"
"2013-02-27","Saudi-Arabien",1150000,"5.2","2"
"2013-02-27","Vereinigte Arabische Emirate",3000,"GKV","5"
"2013-02-27","Russland",128937,"GKV","2"
"2013-03-01","Algerien",1985000,"GKV","5"
"2013-02-28","China",256601,"GKV","2"
"2013-02-28","Vereinigte Arabische Emirate",3985,"5.1","1"
"2013-02-28","Russland",600,"5.1","1"
"2013-02-28","Brasilien",689649,"GKV","6"
"2013-02-28","Russland",454980,"GKV","6"
"2013-02-28","Deutschland",32486,"GKV","2"
"2013-03-01","China",210917,"GKV","2"
"2013-03-01","China",1224800,"GKV","2"
"2013-03-01","Hong Kong",231649,"GKV","2"
"2013-03-01","Indien",10750,"GKV","3"
"2013-03-01","Thailand",153400,"GKV","6"
"2013-03-01","China",172860,"GKV","2"
"2013-03-01","Bangladesh",13485,"GKV","6"
"2013-03-01","Bangladesh",17205,"GKV","6"
"2013-03-01","Bangladesh",22134,"GKV","6"
"2013-03-04","Bangladesh",18864,"GKV","2"
"2013-03-04","Peru",240000,"5.2","2"
"2013-03-04","Brasilien",464063,"GKV","6"
"2013-03-04","China",107407,"GKV","2"
"2013-03-11","China",968142,"GKV","2"
"2013-03-11","Chile",38100,"ML (GKV)","15"
"2013-03-11","Chile",47600,"ML (GKV)","15"
"2013-03-05","Brasilien",703245,"GKV","6"
"2013-03-07","Indien",3100,"GKV","2"
"2013-03-05","Pakistan",5895,"GKV","2"
"2013-03-06","Russland",835775,"GKV","2"
"2013-03-06","Kuwait",89806,"GKV","3"
"2013-03-06","Taiwan",46800,"GKV","6"
"2013-03-06","Taiwan",6900,"GKV","6"
"2013-03-06","Mexiko",77800,"GKV","6"
"2013-03-06","Vereinigte Arabische Emirate",21939,"5.1","1"
"2013-03-06","Island",73485,"GKV","3"
"2013-03-06","Libanon",489373,"GKV","5"
"2013-03-06","Slowakei",453986,"GKV","6"
"2013-03-07","Singapur",18000,"GKV","6"
"2013-03-07","China",50648,"GKV","3"
"2013-03-07","China",108000,"GKV","6"
"2013-03-07","Libanon",1101,"5.1","1"
"2013-03-07","Indien",1102,"5.1","1"
"2013-03-07","Indien",1102,"5.1","1"
"2013-03-07","Indien",1102,"5.1","1"
"2013-03-07","Singapur",6112,"ML (GKV)","11"
"2013-03-11","Russland",111460,"GKV","2"
"2013-03-19","Russland",111460,"GKV","2"
"2013-03-07","Indien",127500,"GKV","2"
"2013-03-08","Russland",364000,"GKV","2"
"2013-03-08","Malaysia",140000,"GKV","5"
"2013-03-08","Russland",4950000,"GKV","6"
"2013-03-08","Jemen",857500,"GKV","5"
"2013-03-08","Russland",527251,"GKV","2"
"2013-03-08","Indien",508421,"GKV","2"
"2013-03-11","Russland",374355,"GKV","2"
"2013-03-11","Russland",255792,"GKV","2"
"2013-03-12","Israel",635292,"GKV","2"
"2013-03-12","Philippinen",785000,"GKV","2"
"2013-03-12","Brasilien",533078,"GKV","6"
"2013-03-12","Thailand",166800,"GKV","2"
"2013-03-12","Israel",100,"ML (GKV)","1"
"2013-03-12","Katar",3277,"ML (GKV)","1"
"2013-03-12","Italien",24000,"GKV","2"
"2013-03-12","Indien",310860,"GKV","2"
"2013-03-12","China",355000,"GKV","6"
"2013-03-13","Bulgarien",499200,"GKV","2"
"2013-03-13","Indien",13686,"GKV","5"
"2013-03-13","Indonesien",19098,"ML (GKV)","10"
"2013-03-14","Kroatien",657265,"GKV","2"
"2013-03-13","Indien",8403,"GKV","5"
"2013-03-13","Südafrika",2200,"5.1","1"
"2013-03-13","China",523244,"GKV","2"
"2013-03-14","Israel",314960,"GKV","6"
"2013-03-14","Singapur",4200,"GKV","1"
"2013-03-14","Deutschland",188000,"ML (GKV)","18"
"2013-03-14","Botswana",8000000,"ML (GKV)","14"
"2013-03-14","Indonesien",38098,"ML (GKV)","10"
"2013-03-14","Israel",133650,"GKV","7"
"2013-03-14","Chile",23200,"GKV","6"
"2013-03-14","Brasilien",180884,"GKV","2"
"2013-03-14","Iran",456,"unbekannt",""
"2013-03-15","Russland",375226,"GKV","2"
"2013-03-15","Russland",371500,"GKV","2"
"2013-03-18","Frankreich",1950,"5.1","1"
"2013-03-18","Oman",5320,"5.1","1"
"2013-03-18","Oman",2940,"5.1","1"
"2013-03-18","Rumänien",717596,"GKV","2"
"2013-03-18","Brasilien",208846,"GKV","2"
"2013-03-19","China",530000,"GKV","2"
"2013-03-19","Weissrussland",180000,"GKV","2"
"2013-03-19","Taiwan",188000,"GKV","2"
"2013-03-19","Sudan",1,"ML (GKV)","4"
"2013-03-19","Sudan",1,"ML (GKV)","4"
"2013-03-20","Deutschland",421630,"GKV","2"
"2013-03-20","Ägypten",314960,"GKV","6"
"2013-03-20","Deutschland",279701,"ML (GKV)","5"
"2013-03-21","Frankreich",5220,"5.2","2"
"2013-03-21","Frankreich",8640,"5.2","2"
"2013-03-21","Katar",7720,"GKV","6"
"2013-03-21","Katar",26570,"GKV","6"
"2013-03-21","Taiwan",5500,"GKV","2"
"2013-03-21","Taiwan",76000,"GKV","2"
"2013-03-21","Taiwan",15000,"GKV","2"
"2013-03-21","Taiwan",8000,"GKV","2"
"2013-03-21","Taiwan",16550,"GKV","2"
"2013-03-21","China",202669,"GKV","2"
"2013-03-21","Kuwait",48000,"GKV","6"
"2013-03-21","Vietnam",31844120,"ML (GKV)","11"
"2013-03-21","Ägypten",295340,"GKV","2"
"2013-03-21","Ägypten",276130,"GKV","2"
"2013-03-21","China",196880,"GKV","2"
"2013-03-26","China",277925,"GKV","7"
"2013-03-22","Jordanien",1,"GKV","5"
"2013-03-22","Venezuela",1500,"GKV","5"
"2013-03-22","Estland",16500,"GKV","6"
"2013-03-22","Estland",8120,"GKV","6"
"2013-03-22","Frankreich",5220,"5.2","2"
"2013-03-22","Frankreich",8640,"5.2","2"
"2013-03-25","China",2705620,"GKV","2"
"2013-03-25","Deutschland",16126,"ML (GKV)","5"
"2013-03-25","Deutschland",177393,"GKV","2"
"2013-03-25","Malaysia",353600,"GKV","6"
"2013-03-25","China",59526,"GKV","5"
"2013-03-25","China",108637,"GKV","5"
"2013-03-26","Indonesien",9360,"ML (GKV)","10"
"2013-03-26","Hong Kong",256000,"GKV","2"
"2013-03-26","Weissrussland",677500,"GKV","2"
"2013-03-26","Weissrussland",217500,"GKV","7"
"2013-03-26","USA",32400,"GKV","2"
"2013-03-26","Angola",9360,"ML (GKV)","10"
"2013-03-26","China",180000,"GKV","2"
"2013-03-26","Brasilien",685000,"GKV","2"
"2013-03-26","China",2040000,"GKV","2"
"2013-03-26","Russland",577730,"GKV","2"
"2013-03-26","Indonesien",27850,"ML (GKV)","4"
"2013-03-26","Schweiz",1574,"ML (GKV)","1"
"2013-03-26","Schweiz",197,"ML (GKV)","3"
"2013-03-26","Angola",18720,"ML (GKV)","10"
"2013-03-26","Indonesien",9360,"ML (GKV)","10"
"2013-03-26","Indien",2425,"GKV","2"
"2013-04-02","Indien",13583,"5.1","1"
"2013-03-27","Indien",1446459,"GKV","2"
"2013-03-27","Russland",622806,"GKV","2"
"2013-03-27","Oman",80900,"GKV","3"
"2013-03-27","Vereinigte Arabische Emirate",5981,"5.1","1"
"2013-03-27","China",324000,"GKV","2"
"2013-03-27","China",36000,"GKV","2"
"2013-03-27","China",49848,"GKV","3"
"2013-03-27","China",600414,"GKV","2"
"2013-03-27","Kroatien",992890,"GKV","2"
"2013-03-27","Indien",2700000,"GKV","7"
"2013-03-28","China",321280,"GKV","2"
"2013-03-28","Brasilien",12000,"GKV","5"
"2013-03-28","Brasilien",1200,"GKV","5"
"2013-03-28","Slowenien",185000,"ML (GKV)","15"
"2013-03-28","Bosnien-Herzegowina",25000,"ML (GKV)","16"
"2013-04-02","Kuba",95866,"GKV","2"
"2013-04-02","Russland",520572,"GKV","6"
"2013-04-02","Estland",488222,"GKV","6"
"2013-04-02","USA",250,"ML (GKV)","18"
"2013-04-18","China",6498,"5.1","1"
"2013-04-18","China",2394,"5.1","1"
"2013-04-02","Malaysia",106468,"GKV","1"
"2013-04-03","Slowenien",180000,"GKV","2"
"2013-04-03","Slowenien",250000,"GKV","2"
"2013-04-03","Kuwait",24387,"5.1","1"
"2013-04-03","China",3372,"GKV","2"
"2013-04-03","Brasilien",1000,"ML (GKV)","13"
"2013-04-03","Katar",26570,"GKV","6"
"2013-04-03","Katar",7720,"GKV","6"
"2013-04-04","China",421439,"GKV","2"
"2013-04-04","Brasilien",316672,"GKV","6"
"2013-04-04","Singapur",41959,"GKV","3"
"2013-04-04","Ägypten",4108,"GKV","2"
"2013-04-04","Brasilien",150000,"GKV","2"
"2013-04-05","China",1330000,"GKV","2"
"2013-04-05","China",1200000,"GKV","2"
"2013-04-05","Taiwan",20025,"GKV","2"
"2013-04-05","Taiwan",18219,"GKV","2"
"2013-04-05","Taiwan",22842,"GKV","2"
"2013-04-05","Libanon",423,"GKV","5"
"2013-04-05","China",315000,"GKV","6"
"2013-04-08","China",1004640,"GKV","6"
"2013-04-08","Kroatien",657265,"GKV","2"
"2013-04-08","Deutschland",15900,"GKV","1"
"2013-04-08","China",707358,"GKV","2"
"2013-04-09","Serbien",107920,"GKV","2"
"2013-04-10","Singapur",439000,"GKV","2"
"2013-04-10","Singapur",380550,"GKV","2"
"2013-04-09","Russland",870650,"GKV","6"
"2013-04-09","China",412000,"GKV","2"
"2013-04-10","Russland",387211,"GKV","2"
"2013-04-10","Deutschland",1900,"GKV","2"
"2013-04-10","Deutschland",100000,"GKV","0"
"2013-04-12","Russland",1415000,"GKV","2"
"2013-04-11","USA",13351,"ML (GKV)","5"
"2013-04-11","Deutschland",560,"5.2","2"
"2013-04-11","China",250688,"GKV","2"
"2013-04-19","Pakistan",54612,"5.1","1"
"2013-04-11","China",261620,"GKV","2"
"2013-04-11","Iran",10800,"unbekannt",""
"2013-04-11","Russland",208000,"GKV","2"
"2013-04-19","China",270937,"GKV","2"
"2013-04-12","Peru",350000,"5.2","2"
"2013-04-12","Russland",915000,"GKV","2"
"2013-04-12","Malaysia",10004,"GKV","6"
"2013-04-15","Taiwan",265000,"GKV","2"
"2013-04-15","Italien",60000,"ML (GKV)","15"
"2013-04-15","China",2174795,"GKV","2"
"2013-04-15","Marokko",2800,"GKV","5"
"2013-04-19","China",130374,"GKV","7"
"2013-04-16","Brasilien",637000,"GKV","2"
"2013-04-16","Deutschland",3000,"GKV","2"
"2013-04-16","Deutschland",135000,"GKV","2"
"2013-04-19","Polen",177393,"GKV","2"
"2013-04-16","Indien",60000,"GKV","2"
"2013-04-16","Indien",65000,"GKV","2"
"2013-04-16","Frankreich",175500,"ML (GKV)","18"
"2013-04-16","Luxemburg",397725,"GKV","2"
"2013-04-16","Oman",9562,"GKV","5"
"2013-04-17","Indien",364500,"GKV","2"
"2013-04-17","Singapur",202852,"GKV","6"
"2013-04-17","Peru",25000,"ML (GKV)","15"
"2013-04-17","Peru",50000,"ML (GKV)","5"
"2013-04-17","Peru",55500,"GKV","6"
"2013-04-17","Peru",7300,"GKV","6"
"2013-04-17","Jordanien",63507,"GKV","2"
"2013-04-17","China",75708,"GKV","2"
"2013-04-18","Vereinigte Arabische Emirate",8988,"ML (GKV)","14"
"2013-04-23","China",71250,"GKV","6"
"2013-05-02","China",332760,"GKV","2"
"2013-04-18","Saudi-Arabien",4370,"GKV","0"
"2013-04-18","Taiwan",227319,"GKV","2"
"2013-04-18","Taiwan",199875,"GKV","2"
"2013-04-18","Mexiko",17690,"GKV","2"
"2013-04-19","Israel",8473,"GKV","5"
"2013-04-19","Taiwan",210790,"GKV","2"
"2013-04-19","Deutschland",9946,"ML (GKV)","5"
"2013-04-19","Deutschland",432268,"GKV","2"
"2013-04-19","Deutschland",432268,"GKV","2"
"2013-04-19","Deutschland",23500,"ML (GKV)","5"
"2013-04-22","Slowenien",500000,"GKV","2"
"2013-04-22","Indien",1102,"5.1","1"
"2013-04-22","Indien",1102,"5.1","1"
"2013-04-22","Indien",1102,"5.1","1"
"2013-04-22","Indien",1102,"5.1","1"
"2013-04-22","Indien",1102,"5.1","1"
"2013-04-22","Indien",1102,"5.1","1"
"2013-04-22","Deutschland",388870,"ML (GKV)","5"
"2013-04-22","Singapur",4200,"GKV","1"
"2013-04-23","Marokko",83009,"GKV","2"
"2013-04-23","Indonesien",31950,"GKV","2"
"2013-04-23","Indonesien",4050,"GKV","2"
"2013-04-23","Indonesien",300,"GKV","2"
"2013-04-23","Kaiman-Inseln",7998,"GKV","5"
"2013-04-24","Vietnam",964413,"GKV","5"
"2013-04-22","Iran",50,"unbekannt",""
"2013-04-25","Iran",300,"unbekannt",""
"2013-04-22","Iran",20,"unbekannt",""
"2013-04-24","Russland",122402,"GKV","2"
"2013-04-24","Russland",79949,"GKV","2"
"2013-04-24","Russland",101998,"GKV","2"
"2013-04-24","Russland",96328,"GKV","2"
"2013-04-24","Bangladesh",33289,"GKV","2"
"2013-04-24","China",364928,"GKV","2"
"2013-04-24","China",592922,"GKV","2"
"2013-04-24","Russland",243380,"GKV","2"
"2013-04-24","Russland",179800,"GKV","2"
"2013-04-24","Russland",440237,"GKV","2"
"2013-04-26","Oman",89531,"GKV","5"
"2013-04-25","Frankreich",145000,"GKV","0"
"2013-04-25","China",6498,"5.1","1"
"2013-04-25","Hong Kong",49490,"GKV","5"
"2013-04-25","Israel",23772,"GKV","2"
"2013-04-25","Russland",316672,"GKV","6"
"2013-04-25","Russland",97756,"GKV","2"
"2013-04-25","Russland",156210,"GKV","2"
"2013-04-25","Russland",77429,"GKV","2"
"2013-05-08","China",100000,"5.2","2"
"2013-04-26","Indien",650000,"GKV","2"
"2013-04-26","Rumänien",1,"5.1","1"
"2013-04-26","Slowakei",96788,"GKV","2"
"2013-04-26","Deutschland",491205,"GKV","2"
"2013-04-26","Deutschland",1870,"ML (GKV)","10"
"2013-04-29","Russland",585940,"GKV","2"
"2013-04-29","Russland",371680,"GKV","2"
"2013-04-29","Iran",953000,"unbekannt",""
"2013-04-29","Russland",873300,"GKV","2"
"2013-04-30","Russland",452991,"GKV","6"
"2013-04-30","China",600000,"GKV","2"
"2013-04-30","Russland",254500,"GKV","2"
"2013-04-30","Iran",1828,"unbekannt",""
"2013-04-30","Deutschland",9000,"ChKV","0"
"2013-05-01","Slowakei",296010,"GKV","2"
"2013-05-01","Russland",84119,"GKV","2"
"2013-05-01","Deutschland",3765,"ML (GKV)","5"
"2013-05-01","Mazedonien",63600,"GKV","2"
"2013-05-01","Philippinen",620000,"GKV","2"
"2013-05-02","Indien",470700,"GKV","6"
"2013-05-02","Brasilien",518445,"GKV","6"
"2013-05-02","Russland",18200,"5.1","1"
"2013-05-02","Russland",447636,"GKV","2"
"2013-05-02","Russland",250000,"GKV","2"
"2013-05-03","Kolumbien",767000,"GKV","5"
"2013-05-03","Tunesien",175000,"5.2","2"
"2013-05-03","Marokko",307000,"5.2","2"
"2013-05-03","Brasilien",202447,"GKV","6"
"2013-05-03","Brasilien",313545,"GKV","6"
"2013-05-06","China",2385304,"GKV","2"
"2013-05-06","China",388800,"GKV","7"
"2013-05-06","Saudi-Arabien",807620,"GKV","2"
"2013-05-06","Slowakei",469318,"GKV","6"
"2013-05-06","Serbien",93000,"5.2","2"
"2013-05-07","China",1064544,"GKV","6"
"2013-05-07","China",415840,"GKV","6"
"2013-05-07","Chile",203309,"GKV","6"
"2013-05-07","Ungarn",239000,"GKV","2"
"2013-05-07","Russland",432330,"GKV","2"
"2013-05-08","Russland",250110,"GKV","2"
"2013-05-08","Kroatien",218625,"GKV","2"
"2013-05-08","Kroatien",218625,"GKV","2"
"2013-05-08","USA",100,"5.1","1"
"2013-05-08","Indonesien",1500,"GKV","5"
"2013-05-08","Algerien",1135000,"GKV","5"
"2013-05-08","Indien",11731,"GKV","5"
"2013-05-08","Kuwait",225000,"GKV","5"
"2013-05-08","Malaysia",550000,"GKV","2"
"2013-05-08","Russland",135460,"GKV","2"
"2013-05-08","Mexiko",36264,"GKV","2"
"2013-05-10","Uruguay",2975,"5.1","1"
"2013-05-10","China",1091500,"GKV","2"
"2013-05-10","Indonesien",630000,"GKV","2"
"2013-05-10","Indien",1320000,"GKV","2"
"2013-05-13","Taiwan",340477,"GKV","2"
"2013-05-13","Deutschland",8400,"GKV","2"
"2013-05-14","Deutschland",5647,"5.1","1"
"2013-05-15","Südafrika",10000,"ML (GKV)","1"
"2013-05-14","China",8635,"5.1","1"
"2013-05-14","Thailand",575000,"GKV","2"
"2013-05-15","Russland",1350000,"GKV","2"
"2013-05-15","Kuwait",27850,"ML (GKV)","4"
"2013-05-15","Saudi-Arabien",430000,"GKV","2"
"2013-05-15","China",459809,"GKV","2"
"2013-05-15","Russland",460400,"GKV","2"
"2013-05-15","Singapur",285433,"GKV","2"
"2013-05-15","China",263054,"GKV","2"
"2013-05-17","Ägypten",2880,"GKV","2"
"2013-05-17","Ägypten",12000,"GKV","2"
"2013-05-15","Israel",5207,"GKV","3"
"2013-05-16","China",453121,"GKV","2"
"2013-05-16","Indien",1102,"5.1","1"
"2013-05-16","Indien",1102,"5.1","1"
"2013-05-16","Indien",1102,"5.1","1"
"2013-05-16","Vereinigte Arabische Emirate",400,"5.1","1"
"2013-05-16","Mexiko",203778,"GKV","2"
"2013-05-16","Indien",36900,"GKV","2"
"2013-05-17","Indonesien",470640,"GKV","6"
"2013-05-17","Deutschland",15900,"GKV","1"
"2013-05-17","Algerien",625000,"5.2","2"
"2013-05-17","Katar",53704,"GKV","3"
"2013-05-17","Israel",258,"5.1","1"
"2013-05-17","Taiwan",700000,"GKV","2"
"2013-05-17","Russland",295200,"GKV","2"
"2013-05-21","Frankreich",920000,"GKV","2"
"2013-05-21","Russland",799100,"GKV","2"
"2013-05-21","Kuwait",6987,"5.1","1"
"2013-05-22","Jordanien",68474,"GKV","2"
"2013-05-22","China",315000,"GKV","6"
"2013-05-22","USA",18000,"GKV","2"
"2013-07-01","Kuwait",241500,"GKV","5"
"2013-05-22","Tunesien",305000,"GKV","2"
"2013-05-22","Slowakei",190620,"GKV","6"
"2013-05-22","Slowakei",77996,"GKV","6"
"2013-05-22","China",535000,"GKV","2"
"2013-07-04","Algerien",4879406,"GKV","5"
"2013-07-30","Pakistan",5390721,"ML (GKV)","9"
"2013-05-23","Israel",136077,"GKV","2"
"2013-05-23","China",432000,"GKV","2"
"2013-05-23","China",151596,"GKV","7"
"2013-05-24","Russland",2294302,"GKV","2"
"2013-05-24","Aserbaidschan",87200,"GKV","6"
"2013-05-24","Aserbaidschan",97800,"GKV","6"
"2013-05-24","Brasilien",2433121,"GKV","6"
"2013-05-24","Ägypten",63840,"GKV","3"
"2013-05-24","China",131040,"GKV","3"
"2013-05-24","China",13104,"GKV","3"
"2013-05-27","Serbien",10147,"GKV","5"
"2013-05-27","China",335070,"GKV","2"
"2013-05-27","Brasilien",31385,"ML (GKV)","1"
"2013-05-28","Tansania",9600,"GKV","5"
"2013-05-31","Costa Rica",15600,"5.1","1"
"2013-05-28","Tschechien",2500,"GKV","5"
"2013-05-28","Thailand",95219,"GKV","3"
"2013-05-28","Israel",20918,"GKV","3"
"2013-05-28","Israel",7902,"GKV","3"
"2013-05-28","China",4854662,"GKV","2"
"2013-05-28","Japan",1,"ML (GKV)","22"
"2013-05-28","Iran",3341,"unbekannt",""
"2013-05-29","Hong Kong",584376,"GKV","2"
"2013-05-29","Brasilien",310000,"GKV","2"
"2013-05-29","China",188249,"GKV","2"
"2013-05-29","Malaysia",617000,"GKV","2"
"2013-06-04","China",234175,"GKV","2"
"2013-05-30","China",420453,"GKV","2"
"2013-05-30","Südkorea",500000,"GKV","2"
"2013-05-30","Ukraine",76080,"GKV","2"
"2013-05-30","Bolivien",151596,"GKV","7"
"2013-07-04","Bahrain",159830,"GKV","6"
"2013-05-31","Grossbritannien",2975,"ML (GKV)","10"
"2013-06-03","USA",300000,"GKV","2"
"2013-06-03","Indien",1102,"5.1","1"
"2013-06-03","Indien",1102,"5.1","1"
"2013-06-03","Kroatien",1087825,"GKV","2"
"2013-06-03","Kroatien",1,"GKV","2"
"2013-06-03","Saudi-Arabien",8250,"GKV","2"
"2013-06-03","Slowakei",151596,"GKV","7"
"2013-06-03","Mexiko",57200,"ML (GKV)","15"
"2013-06-03","Mexiko",7300,"GKV","6"
"2013-06-03","Serbien",40000,"ML (GKV)","5"
"2013-06-03","Serbien",25000,"GKV","6"
"2013-06-03","Peru",151596,"GKV","7"
"2013-06-04","Israel",278176,"GKV","2"
"2013-06-05","Ägypten",5869,"GKV","2"
"2013-06-05","Vereinigte Arabische Emirate",314960,"GKV","6"
"2013-06-05","China",6800000,"GKV","3"
"2013-06-05","Indien",8701,"GKV","2"
"2013-06-05","Russland",340031,"GKV","2"
"2013-06-05","Russland",233110,"GKV","2"
"2013-06-05","Russland",659699,"GKV","2"
"2013-06-05","Russland",114682,"GKV","2"
"2013-06-05","Vereinigte Arabische Emirate",106043,"GKV","3"
"2013-06-05","Taiwan",8357,"GKV","2"
"2013-06-06","China",280281,"GKV","2"
"2013-06-06","Vereinigte Arabische Emirate",1700,"5.1","1"
"2013-06-06","China",323629,"GKV","2"
"2013-06-06","Singapur",4200,"GKV","1"
"2013-06-06","Bulgarien",307625,"GKV","2"
"2013-06-06","Kroatien",659430,"GKV","2"
"2013-06-06","Mexiko",4459,"GKV","2"
"2013-06-07","China",26824,"ML (GKV)","1"
"2013-06-07","Indien",4408,"5.1","1"
"2013-06-07","China",20051,"GKV","3"
"2013-06-07","Deutschland",49213,"GKV","2"
"2013-06-07","Tschechien",270600,"GKV","2"
"2013-06-07","Kolumbien",7300,"GKV","6"
"2013-06-07","Kolumbien",10600,"GKV","6"
"2013-06-07","China",392900,"GKV","2"
"2013-06-10","China",208926,"GKV","6"
"2013-06-10","Russland",261900,"GKV","2"
"2013-06-10","Deutschland",2018,"GKV","2"
"2013-06-11","China",8400,"GKV","7"
"2013-06-11","Russland",91640,"GKV","2"
"2013-06-17","China",243531,"GKV","2"
"2013-06-11","Mongolei",22000,"GKV","5"
"2013-06-11","China",333000,"GKV","2"
"2013-06-13","Kasachstan",401130,"GKV","2"
"2013-06-12","Indonesien",61000,"GKV","5"
"2013-06-13","Brasilien",205951,"GKV","6"
"2013-06-13","Brasilien",40680,"GKV","6"
"2013-06-14","Indonesien",15600,"GKV","2"
"2013-06-13","Chile",7044,"GKV","2"
"2013-06-14","Uruguay",50540,"GKV","5"
"2013-06-14","Brasilien",756191,"GKV","6"
"2013-06-14","China",78080,"GKV","6"
"2013-06-14","China",45280,"GKV","6"
"2013-06-20","Chile",20052,"5.1","1"
"2013-06-14","USA",123,"ML (GKV)","11"
"2013-06-14","USA",123,"ML (GKV)","21"
"2013-06-14","Russland",1139325,"GKV","2"
"2013-06-17","Zentralafrikanische Republik",535,"5.1","1"
"2013-06-17","China",360747,"GKV","7"
"2013-06-17","Taiwan",1094500,"GKV","2"
"2013-06-17","China",398719,"GKV","2"
"2013-06-14","Iran",3817,"unbekannt",""
"2013-06-14","Iran",3829,"unbekannt",""
"2013-06-17","Taiwan",345000,"GKV","2"
"2013-06-17","Taiwan",521000,"GKV","2"
"2013-06-17","Brasilien",149900,"ML (GKV)","10"
"2013-06-18","Israel",351015,"GKV","2"
"2013-06-18","USA",23964,"ML (GKV)","11"
"2013-06-18","Russland",118615,"GKV","2"
"2013-06-18","Russland",253031,"GKV","2"
"2013-06-18","Taiwan",856745,"GKV","2"
"2013-06-18","Indien",3132,"GKV","2"
"2013-06-18","Iran",4211,"unbekannt",""
"2013-06-18","Pakistan",40000,"GKV","5"
"2013-06-19","China",1398000,"GKV","2"
"2013-06-19","USA",3340,"GKV","0"
"2013-06-19","China",820000,"GKV","2"
"2013-06-19","China",370510,"GKV","2"
"2013-06-19","Russland",1407044,"GKV","2"
"2013-06-19","Äthiopien",1300,"GKV","5"
"2013-06-19","Taiwan",58835,"GKV","7"
"2013-06-19","Israel",5775,"GKV","1"
"2013-06-20","USA",3018,"ML (GKV)","5"
"2013-06-20","USA",16761,"ML (GKV)","5"
"2013-06-20","Russland",240574,"GKV","2"
"2013-06-20","Indien",1335,"5.1","1"
"2013-06-20","Indien",1520,"5.1","1"
"2013-09-19","Pakistan",630000,"unbekannt",""
"2013-06-20","Weissrussland",314950,"GKV","2"
"2013-06-20","China",151596,"GKV","7"
"2013-06-20","Taiwan",20160,"ML (GKV)","10"
"2013-06-21","Indien",2000000,"GKV","5"
"2013-06-21","Brasilien",280240,"GKV","2"
"2013-06-21","Singapur",26835,"GKV","5"
"2013-06-21","Taiwan",965000,"GKV","2"
"2013-06-21","Russland",631280,"GKV","2"
"2013-06-26","Israel",670000,"GKV","7"
"2013-06-24","Kasachstan",541815,"GKV","6"
