"","GN","UnterGN","Quartal","Datum","Land","Wert","Verzeichnis","Signatur","Haupttyp","Untertyp","Zusatz","Herkunftsdatei"
"3576","8006187",1,"15/04",2015-12-18,"Ukraine",13393,"5.1","5.1","1","","","ELIC"
"3577","8006187",2,"15/04",2015-12-18,"Ukraine",6148,"5.1","5.1","1","","","ELIC"
"3578","8006255",1,"15/04",2015-12-18,"Schweiz",5327,"ML (GKV)","ML15.c","15","c","","ELIC"
"3579","8006007",1,"15/04",2015-12-18,"Russland",522768,"GKV","2B201.a","2","B","201a","ELIC"
"3580","8005710",1,"15/04",2015-12-18,"Russland",196015,"GKV","2B201.a","2","B","201a","ELIC"
"3581","8006254",1,"15/04",2015-12-18,"Estland",133300,"ML (GKV)","ML03.a","3","a","","ELIC"
"3582","8006254",2,"15/04",2015-12-18,"Estland",44280,"ML (GKV)","ML03.a","3","a","","ELIC"
"3583","8004732",1,"15/04",2015-12-18,"China",147000,"GKV","0B001.b141b","0","B","001b141b","ELIC"
"3584","8006181",1,"15/04",2015-12-18,"Frankreich",65000,"GKV","0B001.b14b","0","B","001b14b","ELIC"
"3585","8006193",1,"15/04",2015-12-21,"Estland",584493,"GKV","7A103.a1","7","A","103a1","ELIC"
"3586","8006268",1,"15/04",2015-12-21,"Marokko",102171,"GKV","2B201.b","2","B","201b","ELIC"
"3587","8006264",1,"15/04",2015-12-21,"Indien",6565,"GKV","2B350.g","2","B","350g","ELIC"
"3588","8006281",1,"15/04",2015-12-21,"Vereinigte Arabische Emirate",680000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"3589","8006284",1,"15/04",2015-12-21,"Ägypten",867000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"3590","8006272",1,"15/04",2015-12-21,"Deutschland",14600,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"3591","8006237",1,"15/04",2015-12-22,"China",348600,"GKV","2B001.a","2","B","001a","ELIC"
"3592","8006295",1,"15/04",2015-12-22,"Saudi-Arabien",18575,"GKV","5A002.a1","5","A","002a1","ELIC"
"3593","8006296",1,"15/04",2015-12-22,"Saudi-Arabien",23982,"GKV","5A002.a1","5","A","002a1","ELIC"
"3594","8006289",1,"15/04",2015-12-22,"China",377477,"GKV","7A103.a","7","A","103a","ELIC"
"3595","8006297",1,"15/04",2015-12-22,"Saudi-Arabien",189302,"GKV","5A002.a1","5","A","002a1","ELIC"
"3596","8006282",1,"15/04",2015-12-22,"China",200,"GKV","5A001.f1","5","A","001f1","ELIC"
"3597","8006298",1,"15/04",2015-12-22,"Algerien",107816,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3598","8006298",2,"15/04",2015-12-22,"Algerien",8730,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3599","8006298",3,"15/04",2015-12-22,"Algerien",216,"GKV","5D002.c1","5","D","002c1","ELIC"
"3600","8006299",1,"15/04",2015-12-22,"Algerien",236865,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3601","8006299",2,"15/04",2015-12-22,"Algerien",29155,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3602","8006299",3,"15/04",2015-12-22,"Algerien",15023,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3603","8006299",4,"15/04",2015-12-22,"Algerien",125052,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3604","8006299",5,"15/04",2015-12-22,"Algerien",54178,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3605","8006299",6,"15/04",2015-12-22,"Algerien",4159,"GKV","5D002.c1","5","D","002c1","ELIC"
"3606","8006300",1,"15/04",2015-12-22,"Algerien",129308,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3607","8006300",2,"15/04",2015-12-22,"Algerien",9456,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3608","8006300",3,"15/04",2015-12-22,"Algerien",1944,"GKV","5D002.c1","5","D","002c1","ELIC"
"3609","8006302",1,"15/04",2015-12-22,"Algerien",99816,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3610","8006302",2,"15/04",2015-12-22,"Algerien",355750,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3611","8006302",3,"15/04",2015-12-22,"Algerien",118169,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3612","8006302",4,"15/04",2015-12-22,"Algerien",35899,"GKV","5A002.a1|5D002.c1","5","A","002a1","ELIC"
"3613","8006302",5,"15/04",2015-12-22,"Algerien",8883,"GKV","5D002.c1","5","D","002c1","ELIC"
"3614","8006303",1,"15/04",2015-12-22,"Singapur",4400,"GKV","1C231","1","C","231","ELIC"
"3615","8006308",1,"15/04",2015-12-22,"USA",10000,"GKV","0C003","0","C","003","ELIC"
"3616","8006308",2,"15/04",2015-12-22,"USA",400000,"GKV","0C003","0","C","003","ELIC"
"3617","8006310",1,"15/04",2015-12-22,"Italien",5000,"GKV","0C003","0","C","003","ELIC"
"3618","8006310",2,"15/04",2015-12-22,"Italien",2000,"GKV","0C003","0","C","003","ELIC"
"3619","8006312",1,"15/04",2015-12-22,"Indien",5000,"GKV","0C003","0","C","003","ELIC"
"3620","8006312",2,"15/04",2015-12-22,"Indien",2000,"GKV","0C003","0","C","003","ELIC"
"3621","8006306",1,"15/04",2015-12-22,"Mexiko",432000,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3622","8006179",1,"15/04",2015-12-22,"Russland",497002,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3623","8006066",1,"15/04",2015-12-23,"Russland",579000,"GKV","7B003|2B120","7","B","003","ELIC"
"3624","8000689",1,"15/04",2015-12-23,"Russland",193000,"GKV","7B003","7","B","003","ELIC"
"3625","8006110",1,"15/04",2015-12-23,"Russland",124501,"GKV","2B201.a","2","B","201a","ELIC"
"3626","8003700",1,"15/04",2015-12-23,"Russland",7472000,"GKV","7A002.a1b","7","A","002a1b","ELIC"
"3627","8005727",1,"15/04",2015-12-23,"Russland",1815000,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"3628","8005996",1,"15/04",2015-12-23,"Schweiz",35600,"ML (GKV)","ML05.B","5","b","","ELIC"
"3629","8006337",1,"15/04",2015-12-23,"China",53411,"GKV","3A002.g2","3","A","002g2","ELIC"
"3630","8006331",1,"15/04",2015-12-23,"Uruguay",600,"ML (GKV)","ML03|ML03","3","","","ELIC"
"3631","8006331",2,"15/04",2015-12-23,"Uruguay",1300,"ML (GKV)","ML03","3","","","ELIC"
"3632","8006209",1,"15/04",2015-12-23,"Vietnam",24636,"GKV","5A001.h","5","A","001h","ELIC"
"3633","8006346",1,"15/04",2015-12-23,"China",300000,"GKV","2B350.g4","2","B","350g4","ELIC"
"3634","8006043",1,"15/04",2015-12-24,"China",27000,"GKV","7A101","7","A","101","ELIC"
"3635","8006350",1,"15/04",2015-12-28,"Singapur",150,"GKV","5D001.a","5","D","001a","ELIC"
"3636","8006350",2,"15/04",2015-12-28,"Singapur",150,"GKV","5D001.a","5","D","001a","ELIC"
"3637","8006359",1,"15/04",2015-12-28,"Russland",256407,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3638","8005783",1,"15/04",2015-12-28,"Türkei",147000,"GKV","2B001.a","2","B","001a","ELIC"
"3639","8006365",1,"15/04",2015-12-28,"Polen",424178,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3640","8006355",1,"15/04",2015-12-29,"Italien",432033,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3641","8006380",1,"15/04",2015-12-30,"Brasilien",8715,"5.1","5.1","1","","","ELIC"
"3642","8007724",1,"16/01",2016-01-01,"Ägypten",38330,"GKV","2B350.i","2","B","350i","ELIC"
"3643","8007844",1,"16/01",2016-01-01,"Ägypten",4546,"GKV","5A002.a1","5","A","002a1","ELIC"
"3644","8007844",2,"16/01",2016-01-01,"Ägypten",122287,"GKV","5A002.a1","5","A","002a1","ELIC"
"3645","8007844",3,"16/01",2016-01-01,"Ägypten",5000,"GKV","5D002.c1","5","D","002c1","ELIC"
"3646","8006915",1,"16/01",2016-01-01,"Ägypten",132777,"GKV","2B350.i","2","B","350i","ELIC"
"3647","8006792",1,"16/01",2016-01-01,"Ägypten",453,"5.1","5.1","1","","","ELIC"
"3648","8006792",2,"16/01",2016-01-01,"Ägypten",776,"5.1","5.1","1","","","ELIC"
"3649","8006402",1,"16/01",2016-01-01,"Ägypten",1660000,"GKV","5B001.a","5","B","001a","ELIC"
"3650","8006496",1,"16/01",2016-01-01,"Ägypten",183863,"GKV","2B001.a","2","B","001a","ELIC"
"3651","8007768",1,"16/01",2016-01-01,"Algerien",4500,"GKV","3A002.g2","3","A","002g2","ELIC"
"3652","8006757",1,"16/01",2016-01-01,"Algerien",115300,"5.2","5.2","2","","","ELIC"
"3653","8006700",1,"16/01",2016-01-01,"Algerien",115000,"5.2","5.2","2","","","ELIC"
"3654","8007329",1,"16/01",2016-01-01,"Armenien",87.8,"GKV","0C003","0","C","003","ELIC"
"3655","8007329",2,"16/01",2016-01-01,"Armenien",112.45,"GKV","0C003","0","C","003","ELIC"
"3656","8007329",3,"16/01",2016-01-01,"Armenien",114,"GKV","0C003","0","C","003","ELIC"
"3657","8007329",4,"16/01",2016-01-01,"Armenien",72.4,"GKV","0C003","0","C","003","ELIC"
"3658","8007329",5,"16/01",2016-01-01,"Armenien",25.4,"GKV","0C003","0","C","003","ELIC"
"3659","8007329",6,"16/01",2016-01-01,"Armenien",98.6,"GKV","0C003","0","C","003","ELIC"
"3660","8007329",7,"16/01",2016-01-01,"Armenien",77,"GKV","0C003","0","C","003","ELIC"
"3661","8007329",8,"16/01",2016-01-01,"Armenien",116.7,"GKV","0C003","0","C","003","ELIC"
"3662","8007329",9,"16/01",2016-01-01,"Armenien",110.15,"GKV","0C003","0","C","003","ELIC"
"3663","8007329",10,"16/01",2016-01-01,"Armenien",91.7,"GKV","1C350.20","1","C","35020","ELIC"
"3664","8006980",1,"16/01",2016-01-01,"Aserbaidschan",32000,"ML (GKV)","ML05.b","5","b","","ELIC"
"3665","8006749",1,"16/01",2016-01-01,"Australien",435000,"GKV","3A233","3","A","233","ELIC"
"3666","8006512",1,"16/01",2016-01-01,"Bahrain",64377,"GKV","5A002.a1","5","A","002a1","ELIC"
"3667","8006512",2,"16/01",2016-01-01,"Bahrain",17387,"GKV","5A002.a1","5","A","002a1","ELIC"
"3668","8006420",1,"16/01",2016-01-01,"Bangladesh",148300,"GKV","2B001.a","2","B","001a","ELIC"
"3669","8006420",2,"16/01",2016-01-01,"Bangladesh",148300,"GKV","2B001.a","2","B","001a","ELIC"
"3670","8007812",1,"16/01",2016-01-01,"Weissrussland",22889.9,"5.1","5.1","1","","","ELIC"
"3671","8006538",1,"16/01",2016-01-01,"Weissrussland",79425,"GKV","2B352.b","2","B","352b","ELIC"
"3672","8008113",1,"16/01",2016-01-01,"Weissrussland",4720,"5.1","5.1","1","","","ELIC"
"3673","8008113",2,"16/01",2016-01-01,"Weissrussland",4720,"5.1","5.1","1","","","ELIC"
"3674","8008113",3,"16/01",2016-01-01,"Weissrussland",15369.5,"5.1","5.1","1","","","ELIC"
"3675","8008113",4,"16/01",2016-01-01,"Weissrussland",3074,"5.1","5.1","1","","","ELIC"
"3676","8006481",1,"16/01",2016-01-01,"Belgien",1090,"5.1","5.1","1","","","ELIC"
"3677","8008180",1,"16/01",2016-01-01,"Belgien",286,"5.1","5.1","1","","","ELIC"
"3678","8007569",1,"16/01",2016-01-01,"Belgien",455,"ML (GKV)","ML13.c","13","c","","ELIC"
"3679","8007569",2,"16/01",2016-01-01,"Belgien",575,"ML (GKV)","ML13.c","13","c","","ELIC"
"3680","8007569",3,"16/01",2016-01-01,"Belgien",640,"ML (GKV)","ML13.c","13","c","","ELIC"
"3681","8007168",1,"16/01",2016-01-01,"Belgien",782,"5.1","5.1","1","","","ELIC"
"3682","8007168",2,"16/01",2016-01-01,"Belgien",415,"5.1","5.1","1","","","ELIC"
"3683","8007168",3,"16/01",2016-01-01,"Belgien",415,"5.1","5.1","1","","","ELIC"
"3684","8007168",4,"16/01",2016-01-01,"Belgien",677,"5.1","5.1","1","","","ELIC"
"3685","8007155",1,"16/01",2016-01-01,"Belgien",194,"5.1","5.1","1","","","ELIC"
"3686","8007155",2,"16/01",2016-01-01,"Belgien",205,"5.1","5.1","1","","","ELIC"
"3687","8007155",3,"16/01",2016-01-01,"Belgien",435,"5.1","5.1","1","","","ELIC"
"3688","8006458",1,"16/01",2016-01-01,"Belgien",2000,"GKV","0C003","0","C","003","ELIC"
"3689","8007826",1,"16/01",2016-01-01,"Belgien",308,"5.1","5.1","1","","","ELIC"
"3690","8007826",2,"16/01",2016-01-01,"Belgien",194,"5.1","5.1","1","","","ELIC"
"3691","8006830",1,"16/01",2016-01-01,"Belgien",108.45,"5.1","5.1","1","","","ELIC"
"3692","8007502",1,"16/01",2016-01-01,"Belgien",248,"5.1","5.1","1","","","ELIC"
"3693","8006590",1,"16/01",2016-01-01,"Belgien",489.6,"5.1","5.1","1","","","ELIC"
"3694","8006590",2,"16/01",2016-01-01,"Belgien",97.9,"5.1","5.1","1","","","ELIC"
"3695","8006590",3,"16/01",2016-01-01,"Belgien",271.2,"5.1","5.1","1","","","ELIC"
"3696","8006590",4,"16/01",2016-01-01,"Belgien",97.9,"5.1","5.1","1","","","ELIC"
"3697","8006590",5,"16/01",2016-01-01,"Belgien",108.45,"5.1","5.1","1","","","ELIC"
"3698","8006590",6,"16/01",2016-01-01,"Belgien",108.45,"5.1","5.1","1","","","ELIC"
"3699","8006590",7,"16/01",2016-01-01,"Belgien",108.45,"5.1","5.1","1","","","ELIC"
"3700","8007831",1,"16/01",2016-01-01,"Belgien",165,"5.1","5.1","1","","","ELIC"
"3701","8006412",1,"16/01",2016-01-01,"Belgien",108.45,"5.1","5.1","1","","","ELIC"
"3702","8006412",2,"16/01",2016-01-01,"Belgien",97.9,"5.1","5.1","1","","","ELIC"
"3703","8006412",3,"16/01",2016-01-01,"Belgien",97.9,"5.1","5.1","1","","","ELIC"
"3704","8006412",4,"16/01",2016-01-01,"Belgien",489.6,"5.1","5.1","1","","","ELIC"
"3705","8006412",5,"16/01",2016-01-01,"Belgien",108.45,"5.1","5.1","1","","","ELIC"
"3706","8006412",6,"16/01",2016-01-01,"Belgien",108.45,"5.1","5.1","1","","","ELIC"
"3707","8006412",7,"16/01",2016-01-01,"Belgien",271.2,"5.1","5.1","1","","","ELIC"
"3708","8007167",1,"16/01",2016-01-01,"Bosnien-Herzegowina",30000,"5.2","5.2","2","","","ELIC"
"3709","8007781",1,"16/01",2016-01-01,"Bosnien-Herzegowina",11000,"GKV","2B001.a","2","B","001a","ELIC"
"3710","8007466",1,"16/01",2016-01-01,"Bosnien-Herzegowina",727.65,"ChKV","2B.4","2B","4","","ELIC"
"3711","8007706",1,"16/01",2016-01-01,"Brasilien",776,"GKV","2B350.G2","2","B","350G2","ELIC"
"3712","8007218",1,"16/01",2016-01-01,"Brasilien",9606.55,"ML (GKV)","ML10.a","10","a","","ELIC"
"3713","8007128",1,"16/01",2016-01-01,"Brasilien",43200,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"3714","8008144",1,"16/01",2016-01-01,"Brasilien",4264,"5.1","5.1","1","","","ELIC"
"3715","8007016",1,"16/01",2016-01-01,"Brasilien",530000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"3716","8007020",1,"16/01",2016-01-01,"Brasilien",617500,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"3717","8007067",1,"16/01",2016-01-01,"Brasilien",206620,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"3718","8007748",1,"16/01",2016-01-01,"Brasilien",34440,"GKV","5A002.a.1a","5","A","002a1a","ELIC"
"3719","8007246",1,"16/01",2016-01-01,"Brasilien",923.8,"GKV","3A225","3","A","225","ELIC"
"3720","8007242",1,"16/01",2016-01-01,"Brasilien",21472,"GKV","3A225","3","A","225","ELIC"
"3721","8006600",1,"16/01",2016-01-01,"Brasilien",1300,"GKV","2B350.g3","2","B","350g3","ELIC"
"3722","8006600",2,"16/01",2016-01-01,"Brasilien",1500,"GKV","2B350.G1","2","B","350G1","ELIC"
"3723","8006539",1,"16/01",2016-01-01,"Bulgarien",3000,"GKV","5A001.f1","5","A","001f1","ELIC"
"3724","8006534",1,"16/01",2016-01-01,"Bulgarien",3000,"GKV","5A001.f1","5","A","001f1","ELIC"
"3725","8007663",1,"16/01",2016-01-01,"Bulgarien",585,"GKV","2B350.g2","2","B","350g2","ELIC"
"3726","8007207",1,"16/01",2016-01-01,"Chile",16856,"GKV","5A002.a1","5","A","002a1","ELIC"
"3727","8007413",1,"16/01",2016-01-01,"Taiwan",139288,"GKV","2B001.a","2","B","001a","ELIC"
"3728","8006750",1,"16/01",2016-01-01,"Taiwan",4291980,"GKV","2B201.a1|2B001.b2","2","B","201a1","ELIC"
"3729","8008211",1,"16/01",2016-01-01,"Taiwan",14362.05,"GKV","2D002","2","D","002","ELIC"
"3730","8008196",1,"16/01",2016-01-01,"Taiwan",6300,"GKV","2B350.d3","2","B","350d3","ELIC"
"3731","8008191",1,"16/01",2016-01-01,"Taiwan",185187,"GKV","2b201.a1","2","B","201a1","ELIC"
"3732","8008068",1,"16/01",2016-01-01,"Taiwan",47727,"GKV","6A005.a6a","6","A","005a6a","ELIC"
"3733","8007454",1,"16/01",2016-01-01,"Taiwan",21543.1,"GKV","2D002","2","D","002","ELIC"
"3734","8007563",1,"16/01",2016-01-01,"Taiwan",477000,"GKV","2B006.b2","2","B","006b2","ELIC"
"3735","8007560",1,"16/01",2016-01-01,"Taiwan",238500,"GKV","2B006.b2","2","B","006b2","ELIC"
"3736","8008082",1,"16/01",2016-01-01,"Taiwan",50000,"GKV","2B006.b2","2","B","006b2","ELIC"
"3737","8007231",1,"16/01",2016-01-01,"Taiwan",319194,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"3738","8006466",1,"16/01",2016-01-01,"Taiwan",9940,"GKV","2B350.g3","2","B","350g3","ELIC"
"3739","8006466",2,"16/01",2016-01-01,"Taiwan",7200,"GKV","2B350.d3","2","B","350d3","ELIC"
"3740","8006616",1,"16/01",2016-01-01,"Taiwan",178000,"GKV","2B201.b1","2","B","201b1","ELIC"
"3741","8006453",1,"16/01",2016-01-01,"Taiwan",28724.15,"GKV","2D002","2","D","002","ELIC"
"3742","8008051",1,"16/01",2016-01-01,"Taiwan",65000,"GKV","2B001.a","2","B","001a","ELIC"
"3743","8007604",1,"16/01",2016-01-01,"Taiwan",2380.5,"GKV","2B350.d3","2","B","350d3","ELIC"
"3744","8007012",1,"16/01",2016-01-01,"Taiwan",5508,"ChKV","3B.14|1C350.9","3B","14","","ELIC"
"3745","8007005",1,"16/01",2016-01-01,"Taiwan",228500,"GKV","2B001.c1|2B201.b1","2","B","001c1","ELIC"
"3746","8006797",1,"16/01",2016-01-01,"Taiwan",43141,"GKV","2B350.i10","2","B","350i10","ELIC"
"3747","8006798",1,"16/01",2016-01-01,"Taiwan",100000,"GKV","2B350.i10","2","B","350i10","ELIC"
"3748","8007354",1,"16/01",2016-01-01,"Taiwan",2178.5,"5.1","5.1","1","","","ELIC"
"3749","8007354",2,"16/01",2016-01-01,"Taiwan",836.16,"5.1","5.1","1","","","ELIC"
"3750","8006710",1,"16/01",2016-01-01,"Taiwan",244000,"GKV","2B352.f","2","B","352f","ELIC"
"3751","8006498",1,"16/01",2016-01-01,"Taiwan",7987,"GKV","2D002","2","D","002","ELIC"
"3752","8007872",1,"16/01",2016-01-01,"Taiwan",9720,"ChKV","3B.14|1C350.9","3B","14","","ELIC"
"3753","8006543",1,"16/01",2016-01-01,"China",594932,"GKV","2B001.c1|2B201.b1","2","B","001c1","ELIC"
"3754","8008197",1,"16/01",2016-01-01,"China",197000,"GKV","3A002.A.5","3","A","002A5","ELIC"
"3755","8006549",1,"16/01",2016-01-01,"China",915000,"GKV","2B201.b","2","B","201b","ELIC"
"3756","8006552",1,"16/01",2016-01-01,"China",600000,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3757","8007976",1,"16/01",2016-01-01,"China",230200,"GKV","2B001.a","2","B","001a","ELIC"
"3758","8007688",1,"16/01",2016-01-01,"China",66800,"GKV","3A228.c","3","A","228c","ELIC"
"3759","8007689",1,"16/01",2016-01-01,"China",293436,"GKV","2B201.a.1|2B001.b.2","2","B","201a1","ELIC"
"3760","8007213",1,"16/01",2016-01-01,"China",75084,"GKV","3A233","3","A","233","ELIC"
"3761","8007682",1,"16/01",2016-01-01,"China",314075,"GKV","6A005","6","A","005","ELIC"
"3762","8007709",1,"16/01",2016-01-01,"China",702919,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3763","8007707",1,"16/01",2016-01-01,"China",500000,"GKV","2B001.c1|2B201.b1","2","B","001c1","ELIC"
"3764","8007204",1,"16/01",2016-01-01,"China",8000,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"3765","8007718",1,"16/01",2016-01-01,"China",950000,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"3766","8007719",1,"16/01",2016-01-01,"China",248374,"GKV","2B350.g4","2","B","350g4","ELIC"
"3767","8006507",1,"16/01",2016-01-01,"China",33111,"ML (GKV)","ML05.b","5","b","","ELIC"
"3768","8007723",1,"16/01",2016-01-01,"China",612040,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"3769","8006665",1,"16/01",2016-01-01,"China",11754.05,"GKV","2D002","2","D","002","ELIC"
"3770","8008111",1,"16/01",2016-01-01,"China",214000,"GKV","2B001.d","2","B","001d","ELIC"
"3771","8004016",1,"16/01",2016-01-01,"China",2160,"5.1","5.1","1","","","ELIC"
"3772","8004016",2,"16/01",2016-01-01,"China",7250,"5.1","5.1","1","","","ELIC"
"3773","8004016",3,"16/01",2016-01-01,"China",19100,"5.1","5.1","1","","","ELIC"
"3774","8004016",4,"16/01",2016-01-01,"China",3280,"5.1","5.1","1","","","ELIC"
"3775","8008105",1,"16/01",2016-01-01,"China",600000,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3776","8000632",1,"16/01",2016-01-01,"China",315000,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"3777","8007631",1,"16/01",2016-01-01,"China",288913,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"3778","8007624",1,"16/01",2016-01-01,"China",1835000,"GKV","2B001.c1|2B201.b","2","B","001c1","ELIC"
"3779","8008172",1,"16/01",2016-01-01,"China",140500,"GKV","6A005.B.6.A","6","A","005B6A","ELIC"
"3780","8006786",1,"16/01",2016-01-01,"China",1090000,"GKV","2B001.c1|2B201.b1","2","B","001c1","ELIC"
"3781","8007391",1,"16/01",2016-01-01,"China",520262,"GKV","2B201.a.1|2B001.b.2","2","B","201a1","ELIC"
"3782","8006753",1,"16/01",2016-01-01,"China",140500,"GKV","6A005.B.6.A","6","A","005B6A","ELIC"
"3783","8008176",1,"16/01",2016-01-01,"China",35000,"GKV","9A012.a","9","A","012a","ELIC"
"3784","8005993",1,"16/01",2016-01-01,"China",9127.2,"GKV","2D002","2","D","002","ELIC"
"3785","8006944",1,"16/01",2016-01-01,"China",2010000,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"3786","8006942",1,"16/01",2016-01-01,"China",1200000,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"3787","8008181",1,"16/01",2016-01-01,"China",112000,"5.2","5.2","2","","","ELIC"
"3788","8007098",1,"16/01",2016-01-01,"China",702919,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3789","8008185",1,"16/01",2016-01-01,"China",58129.4,"GKV","2D002","2","D","002","ELIC"
"3790","8007101",1,"16/01",2016-01-01,"China",702919,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3791","8007779",1,"16/01",2016-01-01,"China",815000,"GKV","2B001.c1|2B201.b1","2","B","001c1","ELIC"
"3792","8006889",1,"16/01",2016-01-01,"China",23283.7,"GKV","2D002","2","D","002","ELIC"
"3793","8007575",1,"16/01",2016-01-01,"China",50340.4,"GKV","3A002.g2","3","A","002g2","ELIC"
"3794","8006891",1,"16/01",2016-01-01,"China",215787,"GKV","2B201.a1","2","B","201a1","ELIC"
"3795","8007762",1,"16/01",2016-01-01,"China",579246,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"3796","8007777",1,"16/01",2016-01-01,"China",500000,"GKV","2B001.c1|2B201.b1","2","B","001c1","ELIC"
"3797","8006768",1,"16/01",2016-01-01,"China",1843000,"GKV","2B201.a1|2B002.b2","2","B","201a1","ELIC"
"3798","8007126",1,"16/01",2016-01-01,"China",25000,"GKV","0C003","0","C","003","ELIC"
"3799","8007126",2,"16/01",2016-01-01,"China",5000,"GKV","0C003","0","C","003","ELIC"
"3800","8007229",1,"16/01",2016-01-01,"China",502830,"GKV","2b201.a1","2","B","201a1","ELIC"
"3801","8006468",1,"16/01",2016-01-01,"China",1791000,"GKV","2B120|7B003","2","B","120","ELIC"
"3802","8006468",2,"16/01",2016-01-01,"China",680000,"GKV","2B120|7B003","2","B","120","ELIC"
"3803","8006462",1,"16/01",2016-01-01,"China",143990,"GKV","2B201.a","2","B","201a","ELIC"
"3804","8006816",1,"16/01",2016-01-01,"China",14029524,"GKV","2B201.a","2","B","201a","ELIC"
"3805","8008139",1,"16/01",2016-01-01,"China",1750,"5.2","5.2","2","","","ELIC"
"3806","8007471",1,"16/01",2016-01-01,"China",450000,"ML (GKV)","ML10.c2","10","c2","","ELIC"
"3807","8007471",2,"16/01",2016-01-01,"China",40000,"ML (GKV)","ML10.c2","10","c2","","ELIC"
"3808","8006761",1,"16/01",2016-01-01,"China",1250,"GKV","1C231","1","C","231","ELIC"
"3809","8007385",1,"16/01",2016-01-01,"China",588306,"GKV","2B201.a.1|2B001.b.2","2","B","201a1","ELIC"
"3810","8007049",1,"16/01",2016-01-01,"China",387500,"GKV","2B001.a","2","B","001a","ELIC"
"3811","8006429",1,"16/01",2016-01-01,"China",1428919,"GKV","2B201.a1|2B001.b2","2","B","201a1","ELIC"
"3812","8007367",1,"16/01",2016-01-01,"China",420300,"GKV","2B201.a.1|2B001.b.2","2","B","201a1","ELIC"
"3813","8006807",1,"16/01",2016-01-01,"China",2941,"ML (GKV)","ML15.c","15","c","","ELIC"
"3814","8006813",1,"16/01",2016-01-01,"China",498000,"GKV","2B001.c1|2B201.b1","2","B","001c1","ELIC"
"3815","8006814",1,"16/01",2016-01-01,"China",414686,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"3816","8006447",1,"16/01",2016-01-01,"China",542860,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3817","8007924",1,"16/01",2016-01-01,"China",308308,"GKV","2B201.a.1|2B001.b.2","2","B","201a1","ELIC"
"3818","8007920",1,"16/01",2016-01-01,"China",256300,"GKV","2B201.a.1|2B001.b.2","2","B","201a1","ELIC"
"3819","8007922",1,"16/01",2016-01-01,"China",221559,"GKV","2B201.a.1|2B001.b.2","2","B","201a1","ELIC"
"3820","8007919",1,"16/01",2016-01-01,"China",371560,"GKV","2B201.b1","2","B","201b1","ELIC"
"3821","8007484",1,"16/01",2016-01-01,"China",368000,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"3822","8007422",1,"16/01",2016-01-01,"China",28600,"GKV","7A103.a1","7","A","103a1","ELIC"
"3823","8006903",1,"16/01",2016-01-01,"China",1888960,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"3824","8006847",1,"16/01",2016-01-01,"China",48106.8,"GKV","3A002.g2","3","A","002g2","ELIC"
