"","GN","UnterGN","Quartal","Datum","Land","Wert","Verzeichnis","Signatur","Haupttyp","Untertyp","Zusatz","Herkunftsdatei"
"8856","13759",1,"13/01",2013-02-11,"Russland",2080000,"GKV","2B120|7B003a","2","B","120","Tracker"
"8857","13760",1,"13/01",2013-02-11,"Russland",53358,"GKV","2B001a","2","B","001a","Tracker"
"8858","13761",1,"13/01",2013-02-12,"Saudi-Arabien",600,"ML (GKV)","1a","1","a","","Tracker"
"8859","13762",1,"13/01",2013-02-13,"China",25200,"GKV","3A228c","3","A","228c","Tracker"
"8860","13763",1,"13/01",2013-02-13,"Vereinigte Arabische Emirate",119226,"GKV","2B001a","2","B","001a","Tracker"
"8861","13764",1,"13/01",2013-02-13,"Serbien",264000,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"8862","13765",1,"13/01",2013-02-14,"Grossbritannien",250000,"GKV","0B001b14","0","B","001b14","Tracker"
"8863","13765",2,"13/01",2013-02-14,"Grossbritannien",154000,"GKV","0B001b14","0","B","001b14","Tracker"
"8864","13766",1,"13/01",2013-02-14,"Indien",25600,"GKV","5A002a1a","5","A","002a1a","Tracker"
"8865","13767",1,"13/01",2013-02-14,"Saudi-Arabien",528,"5.1","5.1","1","","","Tracker"
"8866","13768",1,"13/01",2013-02-14,"Israel",42232,"GKV","2B350e5","2","B","350e5","Tracker"
"8867","13769",1,"13/01",2013-02-14,"USA",60000,"GKV","0B001b14","0","B","001b14","Tracker"
"8868","13770",1,"13/01",2013-02-14,"Vereinigte Arabische Emirate",1604,"ML (GKV)","1a","1","a","","Tracker"
"8869","13771",1,"13/01",2013-02-14,"Russland",151596,"GKV","7A103a","7","A","103a","Tracker"
"8870","13772",1,"13/01",2013-02-14,"Marokko",1301160,"GKV","2B001a","2","B","001a","Tracker"
"8871","13773",1,"13/01",2013-02-14,"Iran",1505,"unbekannt","unbekannt","","","","Tracker"
"8872","13774",1,"13/01",2013-02-14,"Russland",2750000,"GKV","6A003b4","6","A","003b4","Tracker"
"8873","13775",1,"13/01",2013-02-15,"Spanien",3000,"GKV","5A001f","5","A","001f","Tracker"
"8874","13776",1,"13/01",2013-02-15,"Indien",7453,"ML (GKV)","1a","1","a","","Tracker"
"8875","13777",1,"13/01",2013-02-15,"Indien",13327,"GKV","5A002a1a","5","A","002a1a","Tracker"
"8876","13778",1,"13/01",2013-02-15,"Indien",10662,"GKV","5A002a1a","5","A","002a1a","Tracker"
"8877","13779",1,"13/01",2013-02-15,"Indien",2660,"GKV","5A002a1a","5","A","002a1a","Tracker"
"8878","13780",1,"13/01",2013-02-15,"Indien",18656,"GKV","5A002a1a","5","A","002a1a","Tracker"
"8879","13781",1,"13/01",2013-02-15,"Brasilien",316672,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"8880","13782",1,"13/01",2013-02-15,"Saudi-Arabien",802114,"GKV","2B350e2","2","B","350e2","Tracker"
"8881","13783",1,"13/01",2013-02-15,"Indien",22410,"GKV","5A002a1a","5","A","002a1a","Tracker"
"8882","13784",1,"13/01",2013-02-18,"Indien",2074,"5.1","5.1","1","","","Tracker"
"8883","13785",1,"13/01",2013-02-18,"Neuseeland",1430,"5.1","5.1","1","","","Tracker"
"8884","13786",1,"13/01",2013-02-18,"Israel",144338,"GKV","2B001a","2","B","001a","Tracker"
"8885","13787",1,"13/01",2013-02-18,"Chile",1408000,"GKV","6A002c1","6","A","002c1","Tracker"
"8886","13788",1,"13/01",2013-02-18,"Russland",215082,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"8887","13789",1,"13/01",2013-02-18,"Russland",215082,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"8888","13790",1,"13/01",2013-02-19,"Vereinigte Arabische Emirate",14575,"ML (GKV)","1a","1","a","","Tracker"
"8889","13791",1,"13/01",2013-02-19,"Deutschland",18400,"5.2","5.2","2","","","Tracker"
"8890","13792",1,"13/01",2013-03-11,"Kolumbien",27646,"ML (GKV)","1a","1","a","","Tracker"
"8891","13793",1,"13/01",2013-02-19,"Estland",24000,"ML (GKV)","3a","3","a","","Tracker"
"8892","13794",1,"13/01",2013-02-19,"Russland",55210,"GKV","2B001a","2","B","001a","Tracker"
"8893","13795",1,"13/01",2013-02-19,"Kroatien",1301950,"GKV","2B001a","2","B","001a","Tracker"
"8894","13796",1,"13/01",2013-02-19,"Estland",31900,"GKV","6A002c1","6","A","002c1","Tracker"
"8895","13797",1,"13/01",2013-02-19,"Oman",27250,"GKV","2B350d4","2","B","350d4","Tracker"
"8896","13798",1,"13/01",2013-02-26,"Libanon",78880,"GKV","6A002c1","6","A","002c1","Tracker"
"8897","13799",1,"13/01",2013-02-20,"Vereinigte Arabische Emirate",8095,"ML (GKV)","1a","1","a","","Tracker"
"8898","13800",1,"13/01",2013-02-21,"Indonesien",95414,"GKV","1C111a2c|1C011a","1","C","111a2c","Tracker"
"8899","13801",1,"13/01",2013-02-21,"Indien",32256,"5.1","5.1","1","","","Tracker"
"8900","13802",1,"13/01",2013-02-21,"Russland",1,"5.1","5.1","1","","","Tracker"
"8901","13803",1,"13/01",2013-02-21,"Russland",1700,"GKV","2B350e3","2","B","350e3","Tracker"
"8902","13803",2,"13/01",2013-02-21,"Russland",16200,"GKV","2B350b3","2","B","350b3","Tracker"
"8903","13803",3,"13/01",2013-02-21,"Russland",42100,"GKV","2B350g3","2","B","350g3","Tracker"
"8904","13803",4,"13/01",2013-02-21,"Russland",245080,"GKV","2B350a3","2","B","350a3","Tracker"
"8905","13803",5,"13/01",2013-02-21,"Russland",23200,"GKV","2B350d3","2","B","350d3","Tracker"
"8906","13804",1,"13/01",2013-02-21,"Russland",4600,"GKV","2B350d3","2","B","350d3","Tracker"
"8907","13804",2,"13/01",2013-02-21,"Russland",6600,"GKV","2B350g3","2","B","350g3","Tracker"
"8908","13805",1,"13/01",2013-02-21,"Singapur",4200,"GKV","1C231","1","C","231","Tracker"
"8909","13806",1,"13/01",2013-02-21,"Serbien",264000,"GKV","2B201a2|2B001b2","2","B","201a2","Tracker"
"8910","13807",1,"13/01",2013-02-22,"Mexiko",3400,"GKV","5A001f","5","A","001f","Tracker"
"8911","13809",1,"13/01",2013-02-22,"Thailand",466539,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"8912","13810",1,"13/01",2013-02-22,"Taiwan",21004,"GKV","6A005a5b","6","A","005a5b","Tracker"
"8913","13811",1,"13/01",2013-02-22,"Bahrain",7815,"ML (GKV)","1","1","","","Tracker"
"8914","13812",1,"13/01",2013-02-22,"Taiwan",151596,"GKV","7A103a","7","A","103a","Tracker"
"8915","13813",1,"13/01",2013-02-25,"China",128611,"GKV","2B001a","2","B","001a","Tracker"
"8916","13814",1,"13/01",2013-02-25,"Indien",14700,"5.1","5.1","1","","","Tracker"
"8917","13815",1,"13/01",2013-02-25,"Malaysia",245332,"GKV","2B201a1","2","B","201a1","Tracker"
"8918","13816",1,"13/01",2013-02-26,"China",52725,"GKV","5D002c1","5","D","002c1","Tracker"
"8919","13817",1,"13/01",2013-02-26,"Deutschland",1800,"5.1","5.1","1","","","Tracker"
"8920","13818",1,"13/01",2013-02-26,"Deutschland",1800,"5.1","5.1","1","","","Tracker"
"8921","13819",1,"13/01",2013-02-27,"Indonesien",33450,"GKV","2B350a3","2","B","350a3","Tracker"
"8922","13820",1,"13/01",2013-02-26,"China",341353,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"8923","13821",1,"13/01",2013-02-27,"Brasilien",6200,"GKV","6A002a3f","6","A","002a3f","Tracker"
"8924","13821",2,"13/01",2013-02-27,"Brasilien",30000,"ML (GKV)","5b","5","b","","Tracker"
"8925","13821",3,"13/01",2013-02-27,"Brasilien",15000,"GKV","6A002c1","6","A","002c1","Tracker"
"8926","13822",1,"13/01",2013-02-27,"Malaysia",26850,"GKV","6A005a5b","6","A","005a5b","Tracker"
"8927","13823",1,"13/01",2013-02-27,"Russland",87241,"GKV","2B201a1","2","B","201a1","Tracker"
"8928","13824",1,"13/01",2013-02-27,"Russland",98542,"GKV","2B201a1","2","B","201a1","Tracker"
"8929","13825",1,"13/01",2013-02-27,"Saudi-Arabien",1150000,"5.2","5.2","2","","","Tracker"
"8930","13826",1,"13/01",2013-02-27,"Vereinigte Arabische Emirate",3000,"GKV","5A001f","5","A","001f","Tracker"
"8931","13827",1,"13/01",2013-02-27,"Russland",128937,"GKV","2B201a1","2","B","201a1","Tracker"
"8932","13828",1,"13/01",2013-03-01,"Algerien",1985000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"8933","13829",1,"13/01",2013-02-28,"China",256601,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"8934","13830",1,"13/01",2013-02-28,"Vereinigte Arabische Emirate",3985,"5.1","5.1","1","","","Tracker"
"8935","13831",1,"13/01",2013-02-28,"Russland",600,"5.1","5.1","1","","","Tracker"
"8936","13832",1,"13/01",2013-02-28,"Brasilien",689649,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"8937","13833",1,"13/01",2013-02-28,"Russland",454980,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"8938","13834",1,"13/01",2013-02-28,"Deutschland",32486,"GKV","2B231","2","B","231","Tracker"
"8939","13835",1,"13/01",2013-03-01,"China",210917,"GKV","2B001d","2","B","001d","Tracker"
"8940","13836",1,"13/01",2013-03-01,"China",1224800,"GKV","2B001a","2","B","001a","Tracker"
"8941","13837",1,"13/01",2013-03-01,"Hong Kong",231649,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"8942","13838",1,"13/01",2013-03-01,"Indien",10750,"GKV","3A228c","3","A","228c","Tracker"
"8943","13839",1,"13/01",2013-03-01,"Thailand",153400,"GKV","6A002a2a","6","A","002a2a","Tracker"
"8944","13840",1,"13/01",2013-03-01,"China",172860,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"8945","13841",1,"13/01",2013-03-01,"Bangladesh",13485,"GKV","6A002c1","6","A","002c1","Tracker"
"8946","13841",2,"13/01",2013-03-01,"Bangladesh",17205,"GKV","6A002c1","6","A","002c1","Tracker"
"8947","13841",3,"13/01",2013-03-01,"Bangladesh",22134,"GKV","6A002c1","6","A","002c1","Tracker"
"8948","13842",1,"13/01",2013-03-04,"Bangladesh",18864,"GKV","2B350d5","2","B","350d5","Tracker"
"8949","13843",1,"13/01",2013-03-04,"Peru",240000,"5.2","5.2","2","","","Tracker"
"8950","13844",1,"13/01",2013-03-04,"Brasilien",464063,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"8951","13845",1,"13/01",2013-03-04,"China",107407,"GKV","2B201b|2B001c","2","B","201b","Tracker"
"8952","13846",1,"13/01",2013-03-11,"China",968142,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"8953","13847",1,"13/01",2013-03-11,"Chile",38100,"ML (GKV)","15","15","","","Tracker"
"8954","13847",2,"13/01",2013-03-11,"Chile",47600,"ML (GKV)","15d","15","d","","Tracker"
"8955","13848",1,"13/01",2013-03-05,"Brasilien",703245,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"8956","13849",1,"13/01",2013-03-07,"Indien",3100,"GKV","2B350g3","2","B","350g3","Tracker"
"8957","13850",1,"13/01",2013-03-05,"Pakistan",5895,"GKV","2B350g2","2","B","350g2","Tracker"
"8958","13851",1,"13/01",2013-03-06,"Russland",835775,"GKV","2B001a","2","B","001a","Tracker"
"8959","13852",1,"13/01",2013-03-06,"Kuwait",89806,"GKV","3A001g2","3","A","001g2","Tracker"
"8960","13853",1,"13/01",2013-03-06,"Taiwan",46800,"GKV","6A002c1","6","A","002c1","Tracker"
"8961","13853",2,"13/01",2013-03-06,"Taiwan",6900,"GKV","6A002a3f","6","A","002a3f","Tracker"
"8962","13854",1,"13/01",2013-03-06,"Mexiko",77800,"GKV","6A002c1","6","A","002c1","Tracker"
"8963","13855",1,"13/01",2013-03-06,"Vereinigte Arabische Emirate",21939,"5.1","5.1","1","","","Tracker"
"8964","13859",1,"13/01",2013-03-06,"Island",73485,"GKV","3A002g2","3","A","002g2","Tracker"
"8965","13860",1,"13/01",2013-03-06,"Libanon",489373,"GKV","5A001f","5","A","001f","Tracker"
"8966","13861",1,"13/01",2013-03-06,"Slowakei",453986,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"8967","13862",1,"13/01",2013-03-07,"Singapur",18000,"GKV","6A002c1","6","A","002c1","Tracker"
"8968","13863",1,"13/01",2013-03-07,"China",50648,"GKV","3A002g2","3","A","002g2","Tracker"
"8969","13864",1,"13/01",2013-03-07,"China",108000,"GKV","6A005a5b","6","A","005a5b","Tracker"
"8970","13865",1,"13/01",2013-03-07,"Libanon",1101,"5.1","5.1","1","","","Tracker"
"8971","13866",1,"13/01",2013-03-07,"Indien",1102,"5.1","5.1","1","","","Tracker"
"8972","13867",1,"13/01",2013-03-07,"Indien",1102,"5.1","5.1","1","","","Tracker"
"8973","13868",1,"13/01",2013-03-07,"Indien",1102,"5.1","5.1","1","","","Tracker"
"8974","13869",1,"13/01",2013-03-07,"Singapur",6112,"ML (GKV)","11","11","","","Tracker"
"8975","13870",1,"13/01",2013-03-11,"Russland",111460,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"8976","13871",1,"13/01",2013-03-19,"Russland",111460,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"8977","13872",1,"13/01",2013-03-07,"Indien",127500,"GKV","2B201b1","2","B","201b1","Tracker"
"8978","13873",1,"13/01",2013-03-08,"Russland",364000,"GKV","2B201b","2","B","201b","Tracker"
"8979","13874",1,"13/01",2013-03-08,"Malaysia",140000,"GKV","5D002c1","5","D","002c1","Tracker"
"8980","13875",1,"13/01",2013-03-08,"Russland",4950000,"GKV","6A003b4","6","A","003b4","Tracker"
"8981","13876",1,"13/01",2013-03-08,"Jemen",857500,"GKV","5A001h","5","A","001h","Tracker"
"8982","13877",1,"13/01",2013-03-08,"Russland",527251,"GKV","2B001a","2","B","001a","Tracker"
"8983","13878",1,"13/01",2013-03-08,"Indien",508421,"GKV","2B001a","2","B","001a","Tracker"
"8984","13879",1,"13/01",2013-03-11,"Russland",374355,"GKV","2B201b1","2","B","201b1","Tracker"
"8985","13880",1,"13/01",2013-03-11,"Russland",255792,"GKV","2B001a","2","B","001a","Tracker"
"8986","13881",1,"13/01",2013-03-12,"Israel",635292,"GKV","2B201b1","2","B","201b1","Tracker"
"8987","13882",1,"13/01",2013-03-12,"Philippinen",785000,"GKV","2B201b1","2","B","201b1","Tracker"
"8988","13883",1,"13/01",2013-03-12,"Brasilien",533078,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"8989","13884",1,"13/01",2013-03-12,"Thailand",166800,"GKV","2B001a","2","B","001a","Tracker"
"8990","13885",1,"13/01",2013-03-12,"Israel",100,"ML (GKV)","1a","1","a","","Tracker"
"8991","13886",1,"13/01",2013-03-12,"Katar",3277,"ML (GKV)","1a","1","a","","Tracker"
"8992","13887",1,"13/01",2013-03-12,"Italien",24000,"GKV","2B001a","2","B","001a","Tracker"
"8993","13888",1,"13/01",2013-03-12,"Indien",310860,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"8994","13889",1,"13/01",2013-03-12,"China",355000,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"8995","13890",1,"13/01",2013-03-13,"Bulgarien",499200,"GKV","2B201b","2","B","201b","Tracker"
"8996","13891",1,"13/01",2013-03-13,"Indien",13686,"GKV","5A002a1a","5","A","002a1a","Tracker"
"8997","13892",1,"13/01",2013-03-13,"Indonesien",19098,"ML (GKV)","10a","10","a","","Tracker"
"8998","13893",1,"13/01",2013-03-14,"Kroatien",657265,"GKV","2B001a","2","B","001a","Tracker"
"8999","13894",1,"13/01",2013-03-13,"Indien",8403,"GKV","5A002a1a","5","A","002a1a","Tracker"
"9000","13895",1,"13/01",2013-03-13,"Südafrika",2200,"5.1","5.1","1","","","Tracker"
"9001","13896",1,"13/01",2013-03-13,"China",523244,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"9002","13897",1,"13/01",2013-03-14,"Israel",314960,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"9003","13898",1,"13/01",2013-03-14,"Singapur",4200,"GKV","1C231","1","C","231","Tracker"
"9004","13899",1,"13/01",2013-03-14,"Deutschland",188000,"ML (GKV)","18a","18","a","","Tracker"
"9005","13900",1,"13/01",2013-03-14,"Botswana",8000000,"ML (GKV)","14","14","","","Tracker"
"9006","13901",1,"13/01",2013-03-14,"Indonesien",38098,"ML (GKV)","10a","10","a","","Tracker"
"9007","13903",1,"13/01",2013-03-14,"Israel",133650,"GKV","7B003a","7","B","003a","Tracker"
"9008","13904",1,"13/01",2013-03-14,"Chile",23200,"GKV","6A002c1","6","A","002c1","Tracker"
"9009","13905",1,"13/01",2013-03-14,"Brasilien",180884,"GKV","2B201a1","2","B","201a1","Tracker"
"9010","13907",1,"13/01",2013-03-14,"Iran",456,"unbekannt","unbekannt","","","","Tracker"
"9011","13908",1,"13/01",2013-03-15,"Russland",375226,"GKV","2B006a","2","B","006a","Tracker"
"9012","13909",1,"13/01",2013-03-15,"Russland",371500,"GKV","2B201b","2","B","201b","Tracker"
"9013","13910",1,"13/01",2013-03-18,"Frankreich",1950,"5.1","5.1","1","","","Tracker"
"9014","13911",1,"13/01",2013-03-18,"Oman",5320,"5.1","5.1","1","","","Tracker"
"9015","13911",2,"13/01",2013-03-18,"Oman",2940,"5.1","5.1","1","","","Tracker"
"9016","13912",1,"13/01",2013-03-18,"Rumänien",717596,"GKV","2B201b1","2","B","201b1","Tracker"
"9017","13913",1,"13/01",2013-03-18,"Brasilien",208846,"GKV","2B201a1","2","B","201a1","Tracker"
"9018","13914",1,"13/01",2013-03-19,"China",530000,"GKV","2B201b1","2","B","201b1","Tracker"
"9019","13915",1,"13/01",2013-03-19,"Weissrussland",180000,"GKV","2B201a1","2","B","201a1","Tracker"
"9020","13916",1,"13/01",2013-03-19,"Taiwan",188000,"GKV","2B352b","2","B","352b","Tracker"
"9021","13917",1,"13/01",2013-03-19,"Sudan",1,"ML (GKV)","4b","4","b","","Tracker"
"9022","13917",2,"13/01",2013-03-19,"Sudan",1,"ML (GKV)","4b","4","b","","Tracker"
"9023","13918",1,"13/01",2013-03-20,"Deutschland",421630,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"9024","13919",1,"13/01",2013-03-20,"Ägypten",314960,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"9025","13920",1,"13/01",2013-03-20,"Deutschland",279701,"ML (GKV)","5a","5","a","","Tracker"
"9026","13921",1,"13/01",2013-03-21,"Frankreich",5220,"5.2","5.2","2","","","Tracker"
"9027","13921",2,"13/01",2013-03-21,"Frankreich",8640,"5.2","5.2","2","","","Tracker"
"9028","13922",1,"13/01",2013-03-21,"Katar",7720,"GKV","6A002c1","6","A","002c1","Tracker"
"9029","13922",2,"13/01",2013-03-21,"Katar",26570,"GKV","6A002c1","6","A","002c1","Tracker"
"9030","13924",1,"13/01",2013-03-21,"Taiwan",5500,"GKV","2B350b3","2","B","350b3","Tracker"
"9031","13924",2,"13/01",2013-03-21,"Taiwan",76000,"GKV","2B350a3","2","B","350a3","Tracker"
"9032","13924",3,"13/01",2013-03-21,"Taiwan",15000,"GKV","2B350d3","2","B","350d3","Tracker"
"9033","13924",4,"13/01",2013-03-21,"Taiwan",8000,"GKV","2B350b3","2","B","350b3","Tracker"
"9034","13924",5,"13/01",2013-03-21,"Taiwan",16550,"GKV","2B350g3","2","B","350g3","Tracker"
"9035","13925",1,"13/01",2013-03-21,"China",202669,"GKV","2B201a1","2","B","201a1","Tracker"
"9036","13926",1,"13/01",2013-03-21,"Kuwait",48000,"GKV","6A005b8b","6","A","005b8b","Tracker"
"9037","13927",1,"13/01",2013-03-21,"Vietnam",31844120,"ML (GKV)","11a","11","a","","Tracker"
"9038","13928",1,"13/01",2013-03-21,"Ägypten",295340,"GKV","2B350g2","2","B","350g2","Tracker"
"9039","13929",1,"13/01",2013-03-21,"Ägypten",276130,"GKV","2B350g2","2","B","350g2","Tracker"
"9040","13930",1,"13/01",2013-03-21,"China",196880,"GKV","2B201b","2","B","201b","Tracker"
"9041","13931",1,"13/01",2013-03-26,"China",277925,"GKV","7B003","7","B","003","Tracker"
"9042","13932",1,"13/01",2013-03-22,"Jordanien",1,"GKV","5A001f","5","A","001f","Tracker"
"9043","13933",1,"13/01",2013-03-22,"Venezuela",1500,"GKV","5A001f","5","A","001f","Tracker"
"9044","13934",1,"13/01",2013-03-22,"Estland",16500,"GKV","6A002c1","6","A","002c1","Tracker"
"9045","13934",2,"13/01",2013-03-22,"Estland",8120,"GKV","6A002c1","6","A","002c1","Tracker"
"9046","13935",1,"13/01",2013-03-22,"Frankreich",5220,"5.2","5.2","2","","","Tracker"
"9047","13935",2,"13/01",2013-03-22,"Frankreich",8640,"5.2","5.2","2","","","Tracker"
"9048","13936",1,"13/01",2013-03-25,"China",2705620,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"9049","13937",1,"13/01",2013-03-25,"Deutschland",16126,"ML (GKV)","5a","5","a","","Tracker"
"9050","13938",1,"13/01",2013-03-25,"Deutschland",177393,"GKV","2B352b","2","B","352b","Tracker"
"9051","13939",1,"13/01",2013-03-25,"Malaysia",353600,"GKV","6A002c1","6","A","002c1","Tracker"
"9052","13940",1,"13/01",2013-03-25,"China",59526,"GKV","5D002c1","5","D","002c1","Tracker"
"9053","13941",1,"13/01",2013-03-25,"China",108637,"GKV","5D002c1","5","D","002c1","Tracker"
"9054","13942",1,"13/01",2013-03-26,"Indonesien",9360,"ML (GKV)","10a","10","a","","Tracker"
"9055","13943",1,"13/01",2013-03-26,"Hong Kong",256000,"GKV","2B201b1","2","B","201b1","Tracker"
"9056","13944",1,"13/01",2013-03-26,"Weissrussland",677500,"GKV","2B120|7B003a","2","B","120","Tracker"
"9057","13944",2,"13/01",2013-03-26,"Weissrussland",217500,"GKV","7B003a","7","B","003a","Tracker"
"9058","13945",1,"13/01",2013-03-26,"USA",32400,"GKV","2B352d2","2","B","352d2","Tracker"
"9059","13946",1,"13/01",2013-03-26,"Angola",9360,"ML (GKV)","10a","10","a","","Tracker"
"9060","13947",1,"13/01",2013-03-26,"China",180000,"GKV","2B201b1","2","B","201b1","Tracker"
"9061","13948",1,"13/01",2013-03-26,"Brasilien",685000,"GKV","2B201b1","2","B","201b1","Tracker"
"9062","13949",1,"13/01",2013-03-26,"China",2040000,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"9063","13950",1,"13/01",2013-03-26,"Russland",577730,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"9064","13951",1,"13/01",2013-03-26,"Indonesien",27850,"ML (GKV)","4c","4","c","","Tracker"
"9065","13952",1,"13/01",2013-03-26,"Schweiz",1574,"ML (GKV)","1a","1","a","","Tracker"
"9066","13952",2,"13/01",2013-03-26,"Schweiz",197,"ML (GKV)","3a","3","a","","Tracker"
"9067","13953",1,"13/01",2013-03-26,"Angola",18720,"ML (GKV)","10a","10","a","","Tracker"
"9068","13954",1,"13/01",2013-03-26,"Indonesien",9360,"ML (GKV)","10a","10","a","","Tracker"
"9069","13955",1,"13/01",2013-03-26,"Indien",2425,"GKV","2B350g2","2","B","350g2","Tracker"
"9070","13956",1,"13/02",2013-04-02,"Indien",13583,"5.1","5.1","1","","","Tracker"
"9071","13957",1,"13/01",2013-03-27,"Indien",1446459,"GKV","2B201.a1","2","B","201a1","Tracker"
"9072","13958",1,"13/01",2013-03-27,"Russland",622806,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"9073","13959",1,"13/01",2013-03-27,"Oman",80900,"GKV","3A002g2","3","A","002g2","Tracker"
"9074","13960",1,"13/01",2013-03-27,"Vereinigte Arabische Emirate",5981,"5.1","5.1","1","","","Tracker"
"9075","13961",1,"13/01",2013-03-27,"China",324000,"GKV","2B350i4","2","B","350i4","Tracker"
"9076","13962",1,"13/01",2013-03-27,"China",36000,"GKV","2B350g2","2","B","350g2","Tracker"
"9077","13963",1,"13/01",2013-03-27,"China",49848,"GKV","3A002g2","3","A","002g2","Tracker"
"9078","13964",1,"13/01",2013-03-27,"China",600414,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"9079","13965",1,"13/01",2013-03-27,"Kroatien",992890,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"9080","13966",1,"13/01",2013-03-27,"Indien",2700000,"GKV","7B003","7","B","003","Tracker"
"9081","13967",1,"13/01",2013-03-28,"China",321280,"GKV","2B201b|2B001c1","2","B","201b","Tracker"
"9082","13968",1,"13/01",2013-03-28,"Brasilien",12000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"9083","13968",2,"13/01",2013-03-28,"Brasilien",1200,"GKV","5A002a1a","5","A","002a1a","Tracker"
"9084","13969",1,"13/01",2013-03-28,"Slowenien",185000,"ML (GKV)","15","15","","","Tracker"
"9085","13970",1,"13/01",2013-03-28,"Bosnien-Herzegowina",25000,"ML (GKV)","16","16","","","Tracker"
"9086","13971",1,"13/02",2013-04-02,"Kuba",95866,"GKV","2B350d3","2","B","350d3","Tracker"
"9087","13972",1,"13/02",2013-04-02,"Russland",520572,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"9088","13973",1,"13/02",2013-04-02,"Estland",488222,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"9089","13974",1,"13/02",2013-04-02,"USA",250,"ML (GKV)","18a","18","a","","Tracker"
"9090","13975",1,"13/02",2013-04-18,"China",6498,"5.1","5.1","1","","","Tracker"
"9091","13975",2,"13/02",2013-04-18,"China",2394,"5.1","5.1","1","","","Tracker"
"9092","13976",1,"13/02",2013-04-02,"Malaysia",106468,"GKV","1C111a2c|1C011a","1","C","111a2c","Tracker"
"9093","13978",1,"13/02",2013-04-03,"Slowenien",180000,"GKV","2B201a1","2","B","201a1","Tracker"
"9094","13979",1,"13/02",2013-04-03,"Slowenien",250000,"GKV","2B001a","2","B","001a","Tracker"
"9095","13980",1,"13/02",2013-04-03,"Kuwait",24387,"5.1","5.1","1","","","Tracker"
"9096","13981",1,"13/02",2013-04-03,"China",3372,"GKV","2B230","2","B","230","Tracker"
"9097","13982",1,"13/02",2013-04-03,"Brasilien",1000,"ML (GKV)","13d","13","d","","Tracker"
"9098","13983",1,"13/02",2013-04-03,"Katar",26570,"GKV","6A002c1","6","A","002c1","Tracker"
"9099","13983",2,"13/02",2013-04-03,"Katar",7720,"GKV","6A002c1","6","A","002c1","Tracker"
"9100","13984",1,"13/02",2013-04-04,"China",421439,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"9101","13985",1,"13/02",2013-04-04,"Brasilien",316672,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"9102","13986",1,"13/02",2013-04-04,"Singapur",41959,"GKV","3A001g2","3","A","001g2","Tracker"
"9103","13987",1,"13/02",2013-04-04,"Ägypten",4108,"GKV","2B350g2","2","B","350g2","Tracker"
"9104","13988",1,"13/02",2013-04-04,"Brasilien",150000,"GKV","2B001a","2","B","001a","Tracker"
"9105","13989",1,"13/02",2013-04-05,"China",1330000,"GKV","2B201b1","2","B","201b1","Tracker"
"9106","13990",1,"13/02",2013-04-05,"China",1200000,"GKV","2B201b1","2","B","201b1","Tracker"
"9107","13991",1,"13/02",2013-04-05,"Taiwan",20025,"GKV","2D002","2","D","002","Tracker"
"9108","13992",1,"13/02",2013-04-05,"Taiwan",18219,"GKV","2D002","2","D","002","Tracker"
"9109","13993",1,"13/02",2013-04-05,"Taiwan",22842,"GKV","2D002","2","D","002","Tracker"
"9110","13994",1,"13/02",2013-04-05,"Libanon",423,"GKV","5A001i","5","A","001i","Tracker"
